입찰공고명,공고기관명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체주소,최종낙찰금액_num,낙찰율_num,연구주제,기관_상위
방위력개선사업에 K-RMF 적용을 위한 방안연구,국군의무사령부,,65.0154,2021-04-25,한국과학기술원,박종석,김하근,울산광역시 남구 갈밭로11-0 (삼산동),100075931.0,,20년 수송기술병참선 제원 연구용역,국군재정관리단
군사용 인공지능 적용을 위한 법ㆍ제도 개정소요 연구,육군공병학교,38995502.0,,2016-05-17,삼성서울병원,김보영,김경섭,"서울특별시 종로구 율곡로17길7-38, 수지빌딩 7층(이화동)",,87.8579,해병대 정체성 향상 프로그램 개발 연구 용역,군
CH/HH-47D 성능개량 시설사업기본계획 연구용역,국군재정관리단,123282051.0,87.989,2022-07-24,해군사관학교 산학협력단,김윤혁,김정일,서울특별시 동작구 흑석로84 (흑석동),90964974.0,87.6637,23-N-유황분석기 구매,군
PBL 적용을 위한 성과지표/목표 연구,국군재정관리단,,,,명지대학교 산학협력단,박정기,박계향,서울특별시 관악구 관악로1 (신림동),96131218.0,,국제공동연구용역(1.한국-NATO안보ㆍ국방...),군
KCTC 교전훈련장비 선행연구 용역,육군본부,121563052.0,96.2564,2017-02-19,영화산업,정정모,양선희,"경기도 의왕시 오봉산단3로25, 1동 303호(삼동, 의왕테크노파크더리브비즈원)",,,4차 산업혁명 기술적용 연구용역,계룡대근무지원단
21-해-성분분석기 구매,국군재정관리단,,88.0594,2023-10-01,아이티 월드,전남국,정태량,경상북도 영천시 고경면 호국로495-0,1434634293.0,,안보학술진흥연구용역(1.국가안보문제에관한이론),종합보급창
20-주파수편이용 분석기 구매,제9691부대,31467378.0,88.2264,2016-12-25,유더블유티,권선애,이강일,"경기도 고양시 덕양구 항공대학로76-0 (화전동, 한국항공대학교내)",,87.6586,국방정보화 정책평가 수행 및 발전방안 수립 연구,국군재정관리단
24-정보우세권  확보를 위한 정보력 강화방안 연구,공군사관학교,55230436.0,81.228,2016-03-29,광운대학교산학협력단,김상인,박재완,"서울특별시 서초구 신반포로311, 3층(잠원동, 신영빌딩)",57481013.0,87.7725,22-작전지휘시설 신축 분석평가 및 선행연구 용역,군
방위사업청 방산원가구조 개선에 관한 연구,공군군수사령부,,87.8127,2017-06-09,,,,,207695042.0,,F-15K/E-737 항공기 특성(RCS/IR Signature) 연구,중앙행정기관
무기거래조약에 따른 수출입통제 개선방안 연구,제9965부대,44223102.0,,2016-11-26,테크노빌리지 주식회사,임병조,김영수,경기도 구리시 갈매순환로166번길45 (갈매동) 구리갈매아너시티S811,,86.0954,회로카드 고장예측용 해석도구 활용방안 연구용역,국군재정관리단
스마트 항만기지 구축방안 연구 용역,국군화생방방호사령부,136320640.0,82.4184,2016-01-06,세종대학교산학협력단,이성로,추현아,경상남도 진주시 진양호로532-0 (동성동),88150772.0,,19년 지형분석장비 교체사업 리스,중앙행정기관
육군 안전수준 진단체계 연구,국군재정관리단,,87.5034,2020-05-28,(주)켐텍인스,신인균,강민,,189556338.0,87.3565,항-19-032 자동면역분석기 시약(HBsAg RGT)등 112종,군
진동분석시험장비 진동감지센서 등 16종 구매,방위사업청(운영지원과),,87.7566,,,,,,86033644.0,91.7238,군 지휘통신체계 유지보수 발전방안 연구용역,중앙행정기관
오폐수처리시설 기술제안서 평가기준 정립 연구용역,제9691부대,,,2020-04-09,(주)정산,박수연,,,,87.5673,21년 전투발전 연구용역(3),국군재정관리단
(21F093-K)'22년~'23년 작전지속지원분석모델유지보수,국방부(운영지원과),,87.7337,2017-09-27,명지대학교 산학협력단,윤영현,최성숙,경기도 의왕시 오봉산단3로25 (삼동) 의왕테크노파크 더리브비즈원 1동1528호,653041743.0,87.65,정밀측정장비(스펙트럼분석기 등 4종) 구매,중앙행정기관
미래전장환경을 고려한 화력전력 대체방안 연구용역,국방부,,84.961,2017-02-17,씨오(CO)산업,맹주수,김정은,"서울특별시 강서구 양천로401 (가양동), B동 801호",362364614.0,,화학위험물질 및 방사선 탐지  분석용 드론제조,중앙행정기관
21-해군분석모델 발전방안 연구,공군본부,23326368.0,87.9972,2016-07-21,,전건욱,방준성,"인천광역시 서구 건지로404, 207동 1501호(가좌동, 가좌한신휴플러스아파트)",217342441.0,86.2305,해병대 데이터 관리 및 활용 발전 방안 연구,합동참모본부
국방기술기획평가원 설립의 경제적 타당성 분석,해군군수사령부,19292818.0,,2021-07-30,,,오세형,"서울특별시 양천구 목동서로2길22-0 (목동, 목동청구아파트) 114동 1301호",163203205.0,87.5316,장보고-III Batch-I 잠수함 저주파분석 훈련장비,군
국방 해양안보정책 연구,국군재정관리단,155019802.0,95.1915,,주식회사 아이앤비,민광기,이우학,"서울특별시 강남구 테헤란로78길16, 6층 (대치동, 노벨빌딩)",91363939.0,,23년 전투실험발전 연구용역(2),중앙행정기관
(207146-F)디지털포렌식 분석장비 도입,육군보병학교,,97.1236,,만능유한회사,김창환,우수진,경기도 안양시 동안구 흥안대로445(평촌동) 제6층 615호 안양평촌동지식산업센터,71487112.0,,항-16-059 062 066 질량분석기 소모품 등 72종,중앙행정기관
4차 산업혁명 기술적용 연구용역,국군재정관리단,118990850.0,87.6719,,,정봉원,,"서울특별시 강남구 언주로527, 10층 (역삼동)",,87.3672,(247115-B) 연구활동재료 구매,국군재정관리단
EMP방호 개선방안 연구,국방부(운영지원과),9823650.0,,,주식회사 굿컨설팅그룹,전건욱,한달연,충청남도 논산시 양촌면 황산벌로1040,82917963.0,,침낭 품질개선 선행연구 용역,중앙행정기관
국방여군 70년사 편찬 연구,국방부(운영지원과),,58.1652,,(주)에프오알엠도시건축공간연구소,이재원,장명훈,"경기도 성남시 분당구 구미로8, 2층(구미동, 엠타워)",89802328.0,93.0408,예비전력 VISION 구현 방향 연구용역,군
자동전사시스템 연구 용역,국방부(운영지원과),10092557.0,,2020-09-28,한국과학기술원,이승모,조대현,경상남도 거제시 거제대로3370 (아주동),97355888.0,87.3866,[24-육-173] 영상분석 SW 라이선스 구매(리스물건),중앙행정기관
한국군의 곤충매개 감염질환 예방 전략 개발 연구용역,해군군수사령부,12066329.0,82.2133,,,최원창,정태량,"서울특별시 마포구 마포대로 12, 한신오피스텔(마포동)",60629425.0,88.3046,22-7차 연구장비 구매 계약 - 멸균소독기 소형,군
21년 연례 육군 리더십 수준 진단 연구용역,국군재정관리단,24931472.0,,2016-03-22,육군사관학교 산학협력단,전건욱,이미영,"서울특별시 강남구 테헤란로 142(역삼동, ARC PLACE) 7층",95992958.0,,과학화경계시스템 정비지원체계 운영분석 연구용역,중앙행정기관
공군 군수지원 분야 발전방향 연구 용역,국군제1068부대,,,,건양대학교 산학협력단,한대일,이화선,경기도 남양주시 진접읍 금강로1553-21 (신우아파트) 상가 112호,,,전인교육 설문지 개발 및 활용성 증대 방안 연구,국군재정관리단
CBRS 적용한 전투발전체계의 문제점 및 발전방향 연구,국방부(운영지원과),,86.609,,,,엄기숙,,108482487.0,87.5361,00사단 관사 이전사업 선행연구 용역,중앙행정기관
사례분석을 통한 對아세안 국방협력 발전방안 연구,제3707부대,,,2016-01-06,,황조연,박설희,경상남도 고성군 동해면 내산3길51-1,,87.5477,항공전력 도입을 고려한 효율적 운용방안 연구용역,기관
군의 드론봇 전투체계 발전방향 연구 용역,국군화생방방호사령부,,88.0539,2017-09-13,,최규식,김혜진,,113591186.0,,22년 의무장비(자동분석기 생화학용 중형) 구매,중앙행정기관
조종사 인사관리방안 연구용역,국군의무사령부,,93.712,,강원대학교산학협력단,이재숙,장지혜,"서울특별시 강남구 테헤란로306, 13층(역삼동, 카이트타워)",151197085.0,58.8259,000사업 핸드형 네트워크 분석기 구매,중앙행정기관
북한의 기뢰전 전술 분석 및 대응책 연구,공군본부,143167908.0,87.9618,,,유상지,박준용,울산광역시 북구 명촌18길8-1 (진장동),,87.5014,내부자 사이버위협 방어대책 연구용역,제2879부대
군급식조달체계변화에따른적정급식비산출에대한연구,국군재정관리단,5296743.0,87.9323,,주식회사 삼원산업,이근신,김영진,"서울특별시 강남구 테헤란로78길16, 6층 (대치동, 노벨빌딩)",,87.3586,공군 수송기 전력 최적화 방안 연구용역,중앙행정기관
AI기반 군집 UAV 해상작전 적용 가능성 연구용역,육군교육사령부,119845928.0,81.6317,2017-10-16,주식회사 모렌스,노희영,김재영,"인천광역시 서구 로봇랜드로155-11 (청라동), 5층 504호",,85.0458,군사작전 수행여건 정부개발계획 발전방향 연구,군
21 분석기 주파수편이용 1종 구매,국방부(운영지원과),,77.3179,,주식회사 엘씨케이테크놀로지스,최성숙,임영갑,"서울특별시 마포구 서강로136-0 (노고산동, 아이비타워) 5층",105342604.0,92.1904,‘22년 항공관제 분석체계 유지보수,중앙행정기관
인공기상조절 연구용역,4284부대,260390293.0,,,한국여성정책연구원,이용호,이종범,부산광역시 부산진구 동성로20 (전포동),139091236.0,,잠수함 지휘통신체계 경미한 성능개량 사업분석,제3707부대
의무시설 시설공사비 적정 편성 기준 연구,해군본부,108046349.0,59.9507,,동국대학교 WISE캠퍼스 산학협력단,정봉원,이한웅,"경기도 용인시 기흥구 기흥로58-1 (구갈동) 기흥ICT밸리 SK V1, A동 2406호",,87.7051,군의료 특성화 연구용역(말라리아 발생 예측연구),군
첨단 ICT 적용한 신규 C4I 연구용역,육군교육사령부,,,2021-07-30,사단법인 대한민국공군발전협회,허준석,박계향,"서울특별시 금천구 가마산로96-0, 213호(가산동, 대륭테크노타운8차)",76773753.0,87.546,헬기 보조동력장치 시험장비 개발 연구용역,중앙행정기관
자주도하장비 조종시뮬레이터 비용분석,국방부(운영지원과),156843646.0,87.6774,2021-01-07,주식회사 휴콤,박래호,양정승,서울특별시 구로구 디지털로34길55-0 (구로동),190488733.0,86.2947,국방 데이터 전략연구,중앙행정기관
북한의 기뢰전 전술 분석 및 대응책 연구,국군재정관리단,,,,사단법인 한국소음진동공학회,,남궁진,광주광역시 북구 첨단과기로123 (오룡동),83073394.0,87.7887,연구개발 부품[캐피시터등50종1655점 구매],국군재정관리단
인공기상조절 연구용역,제7016부대,142802146.0,98.2126,2022-12-11,동우씨엠 서청주지사,심상필,오윤정,"서울특별시 강서구 공항대로103 (마곡동, 마곡 엠밸리 9단지) 업무동시설 507호",404960062.0,,K2전차 3차 양산 사업분석,제9691부대
조종사 피로관리 프로그램 개발 연구용역,공군사관학교,,94.4061,2020-07-14,사단법인 안보경영연구원,최진식,,경기도 광주시 중앙로320-40 (송정동),,85.2819,다락대훈련장 간이 갈등영향분석 연구용역(C037),군
의무장비(생화학자동분석기 등 2종) 구매(17-207),방위사업청,,58.9013,2019-01-27,주식회사 엘티에스,최성만,지민이,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)",,87.466,철근콘크리트 방폭문 파괴거동분석 및 실증실험 연구,중앙행정기관
2020년 범국민 안보의식조사 연구 용역,국군재정관리단,,87.6853,2016-01-06,주식회사 파이안,,장재필,부산광역시 사하구 장평로 245(),,87.2838,군사시설 타운화 개념의 부대 재배치 방안 연구,중앙행정기관
(20G060-A)IP교환기및국방보안조사분석시스템금융리스,국군재정관리단,23667440.0,87.9991,,주식회사 나비시스템,김정희,황성환,서울특별시 마포구 백범로35-0 (신수동),,87.6621,(207143-H)취약점 분석장비 구매,국군재정관리단
국방안전관리정보체계 최적 구축방안 연구,국군재정관리단,,64.4961,2016-01-08,,한수희,이기영,"경상남도 창원시 성산구 완암로50-0, 메카동 813호(성산동, SK테크노파크)",180544299.0,,감염 및 외상분야 군의료 특성화 연구용역,중앙행정기관
최신 ICT를 적용한 국방컴퓨터체계 운용 방안 연구,육군인사사령부,,72.1452,,(주)씨앤씨솔루션,김건희,최성숙,"경기도 안양시 만안구 만안로49,1303호(안양동, 호정타워)",,61.5309,지뢰 등의 탐지·제거 민간대행에 관한 연구,국군수도병원
19년 분석용모델(3종) 유지보수(2018F125-G),제7군단,46347638.0,,2020-04-27,(주)한일종합상사,박영선,송포,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)",71691546.0,85.7239,소형드론용 지능형 영상분석기술 연구/시연 용역,국군재정관리단
20~21년 작전지속지원분석모델 유지보수(2019F172-G),육군 제3808부대,3695506.0,,2021-11-24,주식회사 미주씨앤디,전건욱,황병윤,"경기도 성남시 수정구 위례대로83(창곡동, 국방문화센터)",86138578.0,93.4984,자동 00분석 지원체계 구축(20197115-H),중앙행정기관
19-적정 승조원 소요인원 정량화 방안 연구,공군사관학교,69648108.0,,2021-05-08,광운대학교산학협력단,권현한,임혜영,"서울특별시 종로구 삼봉로81-0 (수송동, 두산위브파빌리온) 1137호",50575537.0,88.8739,오일분광분석장비 유지보수,군
특수작전용 유탄발사기사업 선행연구,국방부유해발굴감식단,128849818.0,90.1939,2020-07-16,주식회사 케이제이,김효근,김우중,서울특별시 강남구 테헤란로77길11-19 (삼성동) EAN빌딩,55061932.0,88.338,복합무기체계 시험평가 제도개선에 관한 연구,중앙행정기관
(227239-B) 악성코드 수집분석체계 라이선스 구매,육군본부,47309885.0,87.705,2020-12-23,에스앤에스이앤지 주식회사,김진욱,서호성,"서울특별시 송파구 법원로9길26, D동 1104호(문정동, H-비즈니스파크)",112515445.0,91.9016,20-PKMR엔진 PBL 비용대효과분석 및 성과지표 연구,중앙행정기관
특수작전용 유탄발사기사업 선행연구,육군본부,,89.5435,2023-01-15,성균관대학교 산학협력단,최광열,황성환,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)",,,함대함유도탄-II 사업분석,중앙행정기관
(247115-B) 연구활동재료 구매,국군재정관리단,,88.002,2022-10-02,세종대학교산학협력단,박정기,김영삼,"경기도 성남시 분당구 판교로 255(삼평동, 판교 이노밸리 이동 403호 601호)",66968202.0,,해상종합전술훈련장 체계구축 사업 개념 연구,중앙행정기관
전탐감시대 감시장비 원격통합감시체계 구축 연구,방위사업청(운영지원과),,54.0841,2017-03-03,한성대학교 산학협력단,정희석,허정성,"경기도 성남시 수정구 복정로84번길 22-15,(B-001호) (복정동)",117394683.0,87.2691,미래 한국군 통합사이버전 수행방안 연구,중앙행정기관
한국형전투기를 위한 무장선정 최적화방안 연구용역,제9691부대,,87.701,2017-03-02,주식회사 도화엔지니어링,정관용,송유근,인천광역시 연수구 송도미래로30-0 (송도동) C동 1315,186435271.0,,[24-육-18] C군지사 부대변천사 연구용역,국군재정관리단
상륙공격헬기 체계운용요구 및 PBL 적용방안 연구용역,국군재정관리단,117588011.0,88.1887,,해군사관학교 산학협력단,김덕화,최미정,경기도 남양주시 진접읍 금강로1553-21 (신우아파트) 상가 112호,175366691.0,87.1731,(20F168-I)00부대 부대개편 시설사업 선행연구 용역,군
00국가 해커추적 및 정보수집방안 연구,국군재정관리단,118522111.0,96.4609,,사단법인 안보경영연구원,이도형,박동순,"경기도 성남시 수정구 청계산로686 (고등동), 반도아이비밸리 424호",,87.4357,해병대 데이터 관리 및 활용 발전 방안 연구,중앙행정기관
2.75인치 유도로켓(비궁) PBL 적용 방안 연구용역,제9691부대,,94.6791,2023-03-08,서강대학교산학협력단,권시형,이우학,"서울특별시 서초구 효령로230-0 (서초동, 승정빌딩)",,86.2663,00부대 EMP 보호시설 구축 선행연구 용역,중앙행정기관
입체영상 처리 및 분석장비 구매,제9965부대,302102532.0,,2020-05-27,(주)코어시큐리티,윤미경,이태영,"경상남도 창원시 마산회원구 자유무역3길208, 3층 301호(양덕동,혁신지원센터)",46851174.0,86.072,연구개발 부품[캐피시터등50종1655점 구매],국군재정관리단
24년 전반기 육군 정책연구 과제 연구용역,방위사업청,,87.7859,2022-05-18,주식회사 공공정책성과평가연구원,강인용,금재호,충청북도 청주시서원구 성화동599번지 3층,,87.4154,한국군 전술데이터링크 표준화 및 발전방안 연구 용역,국군재정관리단
00부대 정보체계 취약점 분석 시스템 구매,육군교육사령부,,,2018-01-25,(주)다올씨앤씨,김근우,전희수,서울특별시 양천구 목동중앙로13나길3,,87.4203,(20F058-A)소음영양도작성을위한소음측정및분석용역,군
빅데이터 분석서버 증설 사업(GPU SSD 메모리)-리스,제20전투비행단,156712112.0,87.8564,2016-03-04,사단법인 안보경영연구원,김건희,이수행,경상북도 상주시 화서면 봉촌1길75-0,168440438.0,,패트리어트 유도탄수명 고려한 효과적 확보 방안 연구,중앙행정기관
방산소재 개발사업 기획 및 인증체계 구축 연구,공군본부,134184648.0,93.0078,2022-08-22,주식회사 엔브이티,이영진,권시형,충청남도 계룡시 두마면 두계리116 계룡대림이-편한세상 109-902,,87.3883,’19년 디지털 포렌식 분석장비 교체(20197105-A),중앙행정기관
24년 기술연구용역(3),국군재정관리단,11353675.0,,,(주)한일,김은기,전아영,대전광역시 유성구 대학로291-0 (구성동),99227099.0,85.5894,장보고-III Batch-I 잠수함 저주파분석 훈련장비,군
해상감시레이더-II 양산사업 비용분석,국방부(운영지원과),114051570.0,88.1726,2022-12-20,주식회사 콘텐츠펙토리상상역,전건욱,김용오,"경기도 성남시 수정구 복정로84번길 22-15,(B-001호) (복정동)",,92.1485,기술연구 환경구축 PC사업,중앙행정기관
해무극복용 영상감시체계 선행연구용역,국군재정관리단,22139489.0,,2022-07-07,고려대학교산학협력단,김운용,박병희,"대전광역시 유성구 자운로157번길132, 912동 102호 (신봉동, 자운대아파트9단지)",,,융합형 신개념기술시범(ACTD) 제도 정립방안 연구,중앙행정기관
전투실험 설계 및 결과 분석 방법 연구용역,육군본부,,93.1569,2022-11-14,단국대학교 산학협력단,박홍련,,,209188578.0,87.3629,동편활주로 재포장사업 선행연구 용역,중앙행정기관
사단 간부숙소 신축 선행연구 용역,국군재정관리단,32601949.0,90.9699,2023-03-17,(주)하이엠디,최철욱,권시형,"경기도 용인시 수지구 죽전로 152, 단국대학교내(죽전동)",97960953.0,85.3871,국방특허 권리이전 업무를 위한 특허 권리분석(1차),국군재정관리단
우수 과학기술 인재의 국방(군) 분야 활용방안 연구,제9691부대,121848893.0,,,사단법인 한국방위사업연구원,박호,윤영현,경기도 의정부시 녹양로18번길19-11 (가능동) 지층1호,385521739.0,81.6077,주요 군사시설의 방호설계 기준 개정 연구용역,4284부대
00부대 지형분석장비(워크스테이션) 구매(20197163-B),국군재정관리단,105267358.0,90.1847,2016-01-06,에스엠테크(SM TECH),변중무,,"서울특별시 강남구 언주로527, 10층 (역삼동)",91048320.0,,21년 의무장비(혈액가스 분석기 중형) 구매,군
정보분석장비 30종 구매(20196314-D),공군제7항공통신전대,,81.5329,,대륙씨엠아이 주식회사,홍문기,김소연,대전광역시 중구 계룡로781 (용두동) 1층,42121174.0,,X-RAY 형광분석기 구매,기관
차륜형지휘소용차량 시설사업기본계획 연구용역,국군재정관리단,69266977.0,,2017-02-05,해군사관학교 산학협력단,,최소영,"인천광역시 서구 보듬로158, 공존11층 1131호(오류동, 블루텍)",119072504.0,87.388,우수 상용품 시범사용 실태분석 및 개선방안 용역,중앙행정기관
상륙돌격장갑차 수명유지를 위한 방안 연구용역,방위사업청(운영지원과),,63.0756,2016-02-12,,박온서,심지민,충청남도 논산시 양촌면 황산벌로1040,,84.8655,관제레이더 장애징후분석 및 원격감시체계구축,군
KUH-1 헬기 견인장치 안전센서 개발 연구용역,국방부(운영지원과),30935328.0,88.028,2021-08-15,사단법인 안보경영연구원,송상의,김하근,서울특별시 관악구 관악로1 (신림동),,87.596,전원품질 분석기 구매,군
소화기 소음기 선행연구 용역,공군군수사령부,119899088.0,87.986,,(사)21세기군사연구소,,정아름,,,87.3763,20-PKMR엔진 PBL 비용대효과분석 및 성과지표 연구,국군재정관리단
국방표준화 개발을 위한 협력기관 지정 활용방안 연구,국군재정관리단,,,2016-03-08,한국환경설계(주),권민정,전희수,경기도 안양시 동안구 흥안대로445(평촌동) 제6층 615호 안양평촌동지식산업센터,78444014.0,87.7121,국방 데이터 관리체계 수립 연구,제9691부대
영상판독사 자격신설 연구,국방부(운영지원과),,87.6749,2020-05-18,고신대학교 산학협력단,김진욱,조희정,"서울특별시 영등포구 경인로775, 2동 1201-17호(문래동3가, 에이스하이테크시티)",,85.2805,(217278-E)IoT 연구환경 구축,국군재정관리단
지능형 전군 악성코드 수집분석체계 구축 금융리스,공군교육사령부,132803768.0,,,엘아이지넥스원주식회사,김학범,방윤지,"서울특별시 서초구 신반포로303, 101호 (잠원동, 에스엘빌딩)",176483008.0,84.8105,군사사 연구총서1차/2차세계대전관련연구용역(과제2),종합보급창
(226154-E) 차륜정비장비(분석기 차량엔진용) 구매,공군군수사령부,11626153.0,,2020-03-26,사단법인 안보경영연구원,류장수,이도제,"경기도 안양시 동안구 관평로138번길24-0 106호 (평촌동, 초원아파트 상가동)",,91.76,민군 상생을 위한 훈련장 최적환 관리방안 연구,군
국방 데이터 관리체계 수립 연구,국방대학교,,87.9251,,주식회사 이음,오진성,박수연,서울특별시 강남구 일원로81-0 (일원동),200098003.0,87.8063,[24-육-16] A군단 부대변천사 연구용역,제2879부대
(237097-E) 연구활동재료(시약) 구매,국군재정관리단,34682164.0,62.2082,2018-04-20,네이버시스템 주식회사,최명진,김미숙,서울특별시 강서구 양천로401-0 (가양동) 강서한강자이 A-704,,92.7218,복합재 내부결함 위험도 평가방법 연구개발,중앙행정기관
(20F169-A)지형분석장비 교체사업 등 17건 금융리스,국방부(운영지원과),9749456.0,,2020-07-27,(주)디아이엔티,김진욱,이지유,대전광역시 동구 옻밭5길159-0 (판암동),186183712.0,93.4305,17-방공관제사-94 보급수송과 스펙트럼 분석기/3품목,중앙행정기관
지상무인차량사업 종합평가 추진 시 평가방안 연구,제2879부대,31207194.0,88.4744,,해성사,차지환,이향천,"경기도 안양시 만안구 만안로49, 519호(안양동, 호정타워)",468686910.0,95.9452,[24-육-16] A군단 부대변천사 연구용역,중앙행정기관
전투실험 발전 과제 연구용역(1),공군제7항공통신전대,,82.8174,,(사)한국산업기술보호협회,오문진,김희주,"서울특별시 마포구 월드컵북로501-0 (상암동, 상암월드컵파크9단지)904동1005호",79200426.0,,23-D-종합발전수립 연구용역(B032),제2062부대
민수용 드론의 비행기지 작전지원 활용방안 연구,국군재정관리단,,,,엘아이지넥스원주식회사,경상현,,"경기도 안양시 동안구 시민대로387  A동 1201-1호(관양동,디지털엠파이어)",95166152.0,92.6496,상륙공격헬기 체계운용요구 및 PBL 적용방안 연구용역,중앙행정기관
22년 전투발전 연구용역 과제 세미나 수행 용역(5),드론작전사령부,,73.2039,,엠에스동민특수가스(주),박종선,박계향,경기도 김포시 양촌읍 대곶남로580번길38-0,461249375.0,,(217044-B) 21년 의무장비(요분석기) 구매,중앙행정기관
(상생협력실)갈등영향분석 연구용역(C013),국방부(운영지원과),135677888.0,72.7045,,주식회사 한국사업관리연구원,윤철지,문영옥,"경상남도 창원시 성산구 완암로50-0, 메카동 813호(성산동, SK테크노파크)",134882713.0,67.6902,군 지역 유무인기 통합운용 안정성 연구 용역,국군재정관리단
군인연금 수급요건 및 분할연금 도입 연구,공군군수사령부,23114090.0,62.4327,2020-04-14,주식회사 대경코리아,배홍기,김남희,제주특별자치도 제주시 애월읍 광상로26-0,46297214.0,87.9278,분석기  입자크기용 구매,국군재정관리단
정보역량 강화 연구용역,제9691부대,55133698.0,,2022-09-14,사단법인 안보경영연구원,,정영숙,"경기도 고양시 일산동구 백마로223, 431호(장항동, 현대에뜨레보)",542184667.0,87.5159,함정 연구개발 군 요구조건 관리방안 연구용역,국군재정관리단
2020년 군 조직의 양성평등 지표 조사 및 분석 연구,국방부조사본부,132026238.0,,2021-04-13,(사)한국전략문제연구소,김윤혁,조종열,"서울특별시 강남구 언주로527, 10층 (역삼동)",65772492.0,87.5581,22-공군 기후예측 및 기후변화 시나리오 연구용역,중앙행정기관
항-19-082 자동면역분석기 시약 등 27종,국군재정관리단,27075959.0,,2020-12-10,(주)다올씨앤씨,박상욱,정봉원,,195883867.0,,미래 예비전력 역할과 적정규모 편성 연구용역,군
미래 우주전장 분석 및 공군 우주전략 수립 연구용역,제6619부대,36698525.0,87.4721,2016-01-06,주식회사 바른프린테크,전건욱,이도제,"서울특별시 송파구 법원로11길25-0, A동 1310호(문정동, 에이치비즈니스파크)",110145133.0,,소규모 정보체계 개발방법론 연구,중앙행정기관
21년 전투발전 연구용역(2),국군재정관리단,,88.1546,2018-04-21,동진상사,,이재동,경기도 오산시 삼미로47번길81-12 (내삼미동),198284793.0,,유도무기 적정 수리부속 보유량 산출 연구 용역,제9691부대
퍼징기반의 국방 무기체계 SW 안전성 향상방안 연구,육군본부,56184352.0,57.7864,,사단법인 대한군상담학회,김한용,박호,경상남도 창원시 진해구 웅동로162-0,75787284.0,87.614,(연구소) 감정재료 구매,국군재정관리단
23년 군 주거시설 개선사업 선행연구 용역,국군복지단,46808567.0,88.1085,,주식회사 베테랑콤,김근우,김지현,"서울특별시 성동구 성수이로22길37, 803호(성수동2가, 아크밸리)",,,전자전기 확보 및 효율적 운용방안 연구,국군재정관리단
22-해-AI 빅데이터 분석 개발용 학습 플랫폼 구축,제2879부대,,,2017-08-11,동성켐텍,한대일,이형민,,188290988.0,87.304,항공작전기지 계류공간의 효육적 활용방안 표본연구,중앙행정기관
기동화 지능화된 네트워크 전투체계 연구용역,국군재정관리단,132049787.0,87.7935,2020-09-05,주식회사 공공정책성과평가연구원,김주희,,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)",219589532.0,,주요 선진국의 획득제도 사례분석을 통한 시사점 연구,합동참모본부
한국형 공지기동부대 작전수행개념 연구용역,공군군수사령부,140634044.0,79.9087,2017-06-24,국방대학교산학협력단,,,,,87.4236,창조국방 추진을 위한 창의적 문화조성 방안 연구,중앙행정기관
국방시설 전력소비 수용률 기준 연구용역,국군재정관리단,276855221.0,94.2078,2018-02-03,(사단) 한국정치학회,정봉원,이은경,경상남도 거제시 거제대로3370 (아주동),85853245.0,92.5138,24~'25년 상층대기분석장비 유지보수,중앙행정기관
김해기지 항공교통관제 운영 개선방안 연구용역,육군본부,,,,주식회사 제니컨벤션,김도현,조성호,경기도 김포시 대곶면 송마로52번길61-66,60583270.0,,병영환경 및 상담대상자 특성과 연계한 상담기법 연구,기관
작전지휘시설 신축 선행연구용역,공군군수사령부,,87.5673,2022-05-31,(재)한국정보통신산업연구원,,김영삼,,202036652.0,,23-D-감정장비(액체질량분석기) 구매(2310036-F) ,국군재정관리단
정기기초연구과제연구용역(4.국방우주학의이론..),수도방위사령부,59451312.0,,,서울과학기술대학교 산학협력단,,김석용,"서울특별시 구로구 경인로53가길10, 5층 507호(구로동, 구로 대명벨리온 지식산업센터)",82281544.0,79.9289,차륜형지휘소용차량 시설사업기본계획 연구용역,제9691부대
미래환경 변화 속 육군 병과체계 발전 방안 연구 용역,공군본부,0.0,79.0904,,주식회사 이엠텍아이엔씨,윤영현,구종우,"충청북도 청주시 서원구 충대로1-0 (개신동, 충북대학교)",197763618.0,86.3368,기동화 지능화된 네트워크 전투체계 연구용역,군
00사업 선행연구용역,방위사업청,1187473516.0,89.7298,2018-01-27,대광산업,이정화,이창환,충청북도 청주시 서원구 남이면 양촌2길10-1,,94.3771,마린온 정비지원체계 방안 연구용역,국군재정관리단
최신함정 적정부하율 산정기법 연구 용역,방위사업청(운영지원과),,,,(주)심네트,이기성,김예섭,"충청북도 청주시 흥덕구 흥덕로151-0 (운천동, 지하1층)",947721725.0,88.4103,19-추진기 CIS 분석/평가방안 정립 연구,제7군단
전력지원체계 연구개발 기술수준 조사 및 평가 용역,국방통합데이터센터,26929804.0,79.6116,,(주)디아이엔티,이형화,박계향,"서울특별시 강서구 공항대로51길17-0 1,2층 (등촌동)",,,스마트 항만기지 구축방안 연구 용역,기관
