입찰공고명,공고기관명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체주소,최종낙찰금액_num,낙찰율_num,연구주제,기관_상위
항공무기정비분야 안전관리체계 고도화방안 연구용역,공군항공안전단,,,,,,,,,,항공무기정비분야 안전관리체계 고도화방안 연구용역,군
인력획득 모집홍보 대상의 성향 분석 연구 용역,육군인사사령부,,,,,,,,,,인력획득 모집홍보 대상의 성향 분석 연구 용역,군
미래 합동특수작전사령부 창설 필요성 연구용역,육군본부,19240000.0,68.035,2022-08-19,주식회사 사이버앤네트워크연구원,김한욱,김한욱,서울특별시 용산구 한강대로46길25-0 (한강로2가) 401호,19240000.0,68.035,미래 합동특수작전사령부 창설 필요성 연구용역,군
민사분야 연구용역(2-1),한미연합군사령부,29750000.0,85.0,2022-03-11,(사)21세기군사연구소,김진욱,박계향,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)",29750000.0,85.0,민사분야 연구용역(2-1),기관
전투실험 발전 연구용역 세미나 및 책자발간 용역,육군교육사령부,17000000.0,84.168,2022-02-21,(사)한국전략문제연구소,박정기,윤진영,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)",17000000.0,84.168,전투실험 발전 연구용역 세미나 및 책자발간 용역,군
군 실내공기질 관리 개선방안 연구용역,국방부(운영지원과),,,,,,,,,,군 실내공기질 관리 개선방안 연구용역,중앙행정기관
수도병원 임상의학연구센터 통계프로그램 구매계약,국군수도병원,23980000.0,95.881,2022-07-21,주식회사 지니클라우드,박홍련,전희수,"서울특별시 강남구 강남대로62길24-0 (역삼동,해송빌딩)3층",23980000.0,95.881,수도병원 임상의학연구센터 통계프로그램 구매계약,국군수도병원
22-12차 연구장비 구매 계약 - 초저온냉동고,국군의무사령부,,,,,,,,,,22-12차 연구장비 구매 계약 - 초저온냉동고,기관
22-12차 연구장비 구매 계약 - 초저온냉동고,국군의무사령부,,,,,,,,,,22-12차 연구장비 구매 계약 - 초저온냉동고,기관
22-13-13 야전공장 분석평가 및 선행연구 용역,공군제10전투비행단,97000000.0,65.762,2022-05-20,(주)에프오알엠도시건축공간연구소,권시형,권시형,"서울특별시 송파구 법원로11길25-0, A동 1310호(문정동, 에이치비즈니스파크)",97000000.0,65.762,22-13-13 야전공장 분석평가 및 선행연구 용역,군
22-2차 연구장비 구매 계약 - 기구세척기 초음파형,국군의무사령부,,,,,,,,,,22-2차 연구장비 구매 계약 - 기구세척기 초음파형,기관
표준훈련장 설치기준 정립 연구 용역,국군재정관리단,59900000.0,86.374,2022-03-10,(사)한국위기관리연구소,김운용,원만희,서울특별시 강남구 논현로189길6 (압구정동),59900000.0,86.374,표준훈련장 설치기준 정립 연구 용역,국군재정관리단
22-병력절감형 Smart Battleship 함정 설계연구,해군본부,33623800.0,98.488,2022-04-11,마린전자상사,김광식,이정현,부산광역시 동구 고관로62 (초량동),33623800.0,98.488,22-병력절감형 Smart Battleship 함정 설계연구,군
외상성 출혈 시 혈관 내 지혈술 개발 연구용역,국군수도병원,,,,,,,,,,외상성 출혈 시 혈관 내 지혈술 개발 연구용역,국군수도병원
KAOC 신축사업 지휘통신체계 구축방안 연구용역,공군작전사령부,24000000.0,91.334,2022-06-08,주식회사 지음지식서비스,고영호,김소라,경기도 성남시 수정구 창업로42(시흥동) 판교제2테크노밸리 경기기업성장센터 532호,24000000.0,91.334,KAOC 신축사업 지휘통신체계 구축방안 연구용역,군
22-6차 연구장비 구매 계약 - 시약 및 약품냉장고,국군의무사령부,,,,,,,,,,22-6차 연구장비 구매 계약 - 시약 및 약품냉장고,기관
22-6차 연구장비 구매 계약 - 시약 및 약품냉장고,국군의무사령부,,,,,,,,,,22-6차 연구장비 구매 계약 - 시약 및 약품냉장고,기관
저고도 공역 통합 관제체계 연동 소요 연구용역,육군본부,,,,,,,,,,저고도 공역 통합 관제체계 연동 소요 연구용역,군
’22년 전투발전 연구과제 용역(1),육군교육사령부,33300000.0,88.986,2022-03-28,(사)한국전략문제연구소,박정기,윤진영,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)",33300000.0,88.986,’22년 전투발전 연구과제 용역(1),군
’22년 전투발전 연구과제 용역(2),육군교육사령부,,,,,,,,,,’22년 전투발전 연구과제 용역(2),군
’22년 전투발전 연구과제 용역(3),육군교육사령부,,,,,,,,,,’22년 전투발전 연구과제 용역(3),군
CSP 획득개선 및 무기체계 가동률 향상방안 연구,방위사업청(운영지원과),97000000.0,92.344,2022-05-31,사단법인 안보경영연구원,전건욱,윤병찬,"서울특별시 강남구 언주로527, 10층 (역삼동)",97000000.0,92.344,CSP 획득개선 및 무기체계 가동률 향상방안 연구,중앙행정기관
인공기상조절 연구용역,공군본부,,,,,,,,,,인공기상조절 연구용역,군
잠수함 시운전 제도 개선방안 연구,방위사업청(운영지원과),45180000.0,87.439,2022-10-19,국방기술품질원,허건영,한경희,경상남도 진주시 동진로420 (충무공동),45180000.0,87.439,잠수함 시운전 제도 개선방안 연구,중앙행정기관
비상근예비군 확대 및 훈련체계 정립 연구 용역,육군본부,33500000.0,84.778,2022-04-12,(사)한국위기관리연구소,김운용,원만희,서울특별시 강남구 논현로189길6 (압구정동),33500000.0,84.778,비상근예비군 확대 및 훈련체계 정립 연구 용역,군
22-4-작전지휘시설 신축 선행연구용역,제3훈련비행단,,,,,,,,,,SUPPRESSED,제3훈련비행단
음탐센서 시험 KOLAS 인정 사전 연구용역,해군군수사령부,39293100.0,88.569,2022-04-22,한국표준인증기술연구원,김용오,김용오,서울특별시 송파구 새말로8길12-0  문정 건영 103동 801호,39293100.0,88.569,음탐센서 시험 KOLAS 인정 사전 연구용역,군
22-1차 연구장비 구매 계약 - 증기후드,국군의무사령부,,,,,,,,,,22-1차 연구장비 구매 계약 - 증기후드,기관
최적의 우주기지 선정 연구,공군본부,,,,,,,,,,최적의 우주기지 선정 연구,군
AI 기반 6세대 전투기 운용개념 및 발전방안 연구,합동참모본부,35274270.0,86.096,2022-06-09,(사)21세기군사연구소,김진욱,박계향,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)",35274270.0,86.096,AI 기반 6세대 전투기 운용개념 및 발전방안 연구,합동참모본부
22-함정 갑판부착장비 내충격성능 검증방안연구,해군본부,,,,,,,,,,22-함정 갑판부착장비 내충격성능 검증방안연구,군
미래 전투기 등급분류 발전방향 연구,공군본부,19239000.0,86.061,2022-07-08,한성대학교 산학협력단,노광현,심지민,서울특별시 성북구 삼선교로16길116-0 (삼선동2가),19239000.0,86.061,미래 전투기 등급분류 발전방향 연구,군
(22G088-A) VR 지뢰훈련시뮬레이터 선행연구용역,국군재정관리단,43529000.0,73.95,2022-06-22,주식회사 피앤씨솔루션,최치원,김승범,"서울특별시 금천구 가산디지털1로171, B208호(가산동, 가산 에스케이 브이원 센터)",43529000.0,73.95,(22G088-A) VR 지뢰훈련시뮬레이터 선행연구용역,국군재정관리단
군 작업환경 및 작업자 보건관리 훈령 발전연구,국방부(운영지원과),44000000.0,88.001,2022-04-28,계명대학교 산학협력단,김범준,오흔정,"대구광역시 달서구 달구벌대로1095-0 (신당동, 계명대학교)",44000000.0,88.001,군 작업환경 및 작업자 보건관리 훈령 발전연구,중앙행정기관
원격탐사체계 중·장기 발전계획 기반연구,공군본부,,,,,,,,,,원격탐사체계 중·장기 발전계획 기반연구,군
무기체계 인공지능 기술적용 JROC 작성지침 개정 연구,합동참모본부,44000000.0,89.902,2022-04-15,사단법인 한국국가전략연구원,한민구,이상규,"서울특별시 용산구 한강대로62길41, 3층 (한강로1가)",44000000.0,89.902,무기체계 인공지능 기술적용 JROC 작성지침 개정 연구,합동참모본부
함정 표준감항인증기준 수립 및 사업 영향성 연구,방위사업청(운영지원과),,,,,,,,,,함정 표준감항인증기준 수립 및 사업 영향성 연구,중앙행정기관
국방정보화 법률 개정방안 연구,국방부(운영지원과),84355000.0,100.0,2022-07-22,사단법인 한국아이티법연구원,권헌영,권헌영,서울특별시 성북구 안암로145 (안암동5가) 미래융합기술관 607호,84355000.0,100.0,국방정보화 법률 개정방안 연구,중앙행정기관
K-UAM과 연계한 드론 통합관제체계 구축 방안 연구,육군본부,38000000.0,90.683,2022-03-14,배재대학교 산학협력단,채순기,정혜원,대전광역시 서구 배재로 155-40배재대학교산학협력단,38000000.0,90.683,K-UAM과 연계한 드론 통합관제체계 구축 방안 연구,군
ATCIS 개방형 OS 전환 비용대비 효과분석 연구용역,육군본부,42580000.0,94.763,2022-06-28,사)국방정보통신협회,박래호,정광조,"서울특별시 용산구 이태원로29, 421호(용산동1가, 전쟁기념관)",42580000.0,94.763,ATCIS 개방형 OS 전환 비용대비 효과분석 연구용역,군
22년 계룡스파텔 시설개선사업 선행연구 용역,육군인사사령부,,,,,,,,,,22년 계룡스파텔 시설개선사업 선행연구 용역,군
정원감축 대비 민간인력 전환분야 및 규모식별 연구,공군본부,,,,,,,,,,정원감축 대비 민간인력 전환분야 및 규모식별 연구,군
군사타운 개념의 부대배치 발전방향 연구 용역,육군본부,40100000.0,90.118,2022-02-28,주식회사도시경영연구원,권선애,남혜정,"서울특별시 성북구 화랑로76, 제3층 307호(하월곡동,코업스타클래스)",40100000.0,90.118,군사타운 개념의 부대배치 발전방향 연구 용역,군
적외선차폐연막통(연막제) 유해성 입증시험 연구용역,방위사업청,380649000.0,,2022-07-26,안전성평가솔루션 주식회사,신희준,,"서울특별시 서초구 신반포로311, 3층(잠원동, 신영빌딩)",380649000.0,,적외선차폐연막통(연막제) 유해성 입증시험 연구용역,중앙행정기관
22-이맹기 제독 평전 연구 용역,해군본부,19008000.0,73.419,2022-03-28,(사)21세기군사연구소,김진욱,박계향,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)",19008000.0,73.419,22-이맹기 제독 평전 연구 용역,군
해병대 과학화예비군 훈련장 발전방안 연구 용역,제9691부대,17200000.0,73.557,2022-03-29,주식회사 베테랑콤,이재평,이재평,서울특별시 서초구 서초동1432-13 202,17200000.0,73.557,해병대 과학화예비군 훈련장 발전방안 연구 용역,제9691부대
사이버방호를 위한 보안 플랫폼 구축방안 연구,공군본부,,,,,,,,,,사이버방호를 위한 보안 플랫폼 구축방안 연구,군
(22F064-I)과학화동원훈련체계발전방안연구용역,국군재정관리단,60000000.0,86.308,2022-05-12,(사)21세기군사연구소,김진욱,박계향,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)",60000000.0,86.308,(22F064-I)과학화동원훈련체계발전방안연구용역,국군재정관리단
UH-60 휠제동용 유압장치 시험장비 개발 연구용역,제2879부대,48400000.0,99.237,2022-03-07,티엠시 주식회사,이형민,이형민,경상남도 함안군 칠북면 삼칠로 1826티엠시 (주),48400000.0,99.237,UH-60 휠제동용 유압장치 시험장비 개발 연구용역,제2879부대
군 급식 민간위탁 시범사업 성과분석 연구,국방부(운영지원과),,,,,,,,,,군 급식 민간위탁 시범사업 성과분석 연구,중앙행정기관
군 급식 민간위탁 시범사업 성과분석 연구,국방부(운영지원과),46800000.0,98.97,2022-09-06,고신대학교 산학협력단,류황건,배성권,부산광역시 영도구 와치로194-0 (동삼동),46800000.0,98.97,군 급식 민간위탁 시범사업 성과분석 연구,중앙행정기관
위치보고접속장치 통신회로카드 대체품 개발 연구용역,제2879부대,39380000.0,98.992,2022-03-07,제이에스전자,염진수,염진수,"대전광역시 유성구 테크노3로 65, 한신에스메카 241(관평동)",39380000.0,98.992,위치보고접속장치 통신회로카드 대체품 개발 연구용역,제2879부대
미래 예비군 제도를 대비한 예비군 개념 정립 연구,국방부(운영지원과),39900000.0,90.554,2022-03-03,(사)한국위기관리연구소,김운용,원만희,서울특별시 강남구 논현로189길6 (압구정동),39900000.0,90.554,미래 예비군 제도를 대비한 예비군 개념 정립 연구,중앙행정기관
공군 군수지원 분야 발전방향 연구 용역,공군본부,,,,,,,,,,공군 군수지원 분야 발전방향 연구 용역,군
군 내 인성교육 프로그램 간 효과성 비교연구,국방부(운영지원과),42305778.0,90.909,2022-07-28,사단법인 한국교육행정학회,이종재,윤정일,서울특별시 마포구 독막로331-0 (도화동) 마스터즈타워빌딩 902호,42305778.0,90.909,군 내 인성교육 프로그램 간 효과성 비교연구,중앙행정기관
’22년 미래혁신연구센터 부대소개영상 제작용역,육군본부,14600000.0,73.001,2022-05-17,버프프로덕션,이충렬,이충렬,서울특별시 강남구 학동로311(논현동) 타호비지니스센터 203호,14600000.0,73.001,’22년 미래혁신연구센터 부대소개영상 제작용역,군
국방전직교육원 조직진단 및 기능강화 방안연구,국방부(운영지원과),,,,,,,,,,국방전직교육원 조직진단 및 기능강화 방안연구,중앙행정기관
국방전직교육원 조직진단 및 기능강화 방안연구,국방부(운영지원과),18924950.0,95.0,2022-03-03,주식회사 더트루노스,김민철,박설희,"서울특별시 영등포구 국회대로74길19, 동우국제빌딩 902호",18924950.0,95.0,국방전직교육원 조직진단 및 기능강화 방안연구,중앙행정기관
22-작전지휘시설 신축 분석평가 및 선행연구 용역,제20전투비행단,104500000.0,75.547,2022-06-16,(주)에프오알엠도시건축공간연구소,권시형,권시형,"서울특별시 송파구 법원로11길25-0, A동 1310호(문정동, 에이치비즈니스파크)",104500000.0,75.547,22-작전지휘시설 신축 분석평가 및 선행연구 용역,제20전투비행단
해병대 인력획득체계 분석 발전 방향 연구 용역,제9691부대,20120000.0,88.007,2022-03-29,(사)한국전략문제연구소,박정기,윤진영,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)",20120000.0,88.007,해병대 인력획득체계 분석 발전 방향 연구 용역,제9691부대
22-함정 포배열 체계 개선 및 발전방향 연구,해군본부,27000000.0,93.127,2022-08-12,호원대학교 산학협력단,정의붕,김정일,"전라북도 군산시 임피면 호원대3길 64,",27000000.0,93.127,22-함정 포배열 체계 개선 및 발전방향 연구,군
22-공군 기후예측 및 기후변화 시나리오 연구용역,국군재정관리단,,,,,,,,,,22-공군 기후예측 및 기후변화 시나리오 연구용역,국군재정관리단
고성능탄두 기술적용 전투수행개념 연구 용역,육군본부,26380000.0,88.27,2022-05-31,건양대학교 산학협력단,홍영기,김우중,"충청남도 논산시 대학로 121, 건양대학교 산학협력단(내동)",26380000.0,88.27,고성능탄두 기술적용 전투수행개념 연구 용역,군
민군 상생을 위한 대체시설 검토 및 관리방안 연구,합동참모본부,26830000.0,88.098,2022-05-24,(사)21세기군사연구소,김진욱,박계향,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)",26830000.0,88.098,민군 상생을 위한 대체시설 검토 및 관리방안 연구,합동참모본부
국방R&D 과제 평가체계 개선방안 연구,방위사업청(운영지원과),47000000.0,94.0,2022-05-31,사단법인 안보경영연구원,전건욱,윤병찬,"서울특별시 강남구 언주로527, 10층 (역삼동)",47000000.0,94.0,국방R&D 과제 평가체계 개선방안 연구,중앙행정기관
기술교범 국제규격 S1000D 적용 방안 연구,방위사업청(운영지원과),111855546.0,99.521,2022-05-16,주식회사 타임기술,주양효,서혜진,"경상남도 창원시 성산구 완암로50-0, 메카동 813호(성산동, SK테크노파크)",111855546.0,99.521,기술교범 국제규격 S1000D 적용 방안 연구,중앙행정기관
22-설계자료 활용 및 군 시설단가 표준화 연구용역,국군재정관리단,,,,,,,,,,22-설계자료 활용 및 군 시설단가 표준화 연구용역,국군재정관리단
아데노바이러스 55형 백신개발 타당성 검토 연구,국군의무사령부,49000000.0,99.585,2022-07-26,중앙대학교 산학협력단,고중혁,허진실,서울특별시 동작구 흑석로84 (흑석동),49000000.0,99.585,아데노바이러스 55형 백신개발 타당성 검토 연구,기관
복지회관 중·장기 보수계획 관련 연구용역,제9691부대,25500000.0,90.441,2022-08-16,사단법인 한국국가전략연구원,한민구,이상규,"서울특별시 용산구 한강대로62길41, 3층 (한강로1가)",25500000.0,90.441,복지회관 중·장기 보수계획 관련 연구용역,제9691부대
국방 무인항공기(드론) 정비사 자격 신설 연구용역,국방부(운영지원과),35000000.0,78.475,2022-08-29,사단법인 한국드론혁신협회(KDIA),임영갑,임영갑,"경기도 고양시 덕양구 원당로135번길52-0 (주교동, 은하아파트) B동 지층 1호실호",35000000.0,78.475,국방 무인항공기(드론) 정비사 자격 신설 연구용역,중앙행정기관
국방 사이버보안 종합발전 전략 연구,국방부(운영지원과),,,,,,,,,,국방 사이버보안 종합발전 전략 연구,중앙행정기관
국방 사이버보안 종합발전 전략 연구,국방부(운영지원과),93500000.0,94.923,2022-06-14,재단법인 한국군사문제연구원,김형철,이수행,"경기도 성남시 수정구 위례대로83(창곡동, 국방문화센터)",93500000.0,94.923,국방 사이버보안 종합발전 전략 연구,중앙행정기관
(227163-F)연구활동재료(초자) 구매,국군재정관리단,179150945.0,87.995,2022-05-06,휴뷰티,양선희,양선희,부산광역시 부산진구 냉정로178번길21 (개금동)2층,179150945.0,87.995,(227163-F)연구활동재료(초자) 구매,국군재정관리단
22-3차 연구장비 구매 계약 - 미생물측정기,국군의무사령부,,,,,,,,,,22-3차 연구장비 구매 계약 - 미생물측정기,기관
22-13차 연구장비 구매 계약 - 원심분리기 중형,국군의무사령부,31312700.0,88.029,2022-08-24,주식회사 엘티에스,장승규,서재달,대전광역시 서구 관저동로170 (관저동) 210호,31312700.0,88.029,22-13차 연구장비 구매 계약 - 원심분리기 중형,기관
방위사업에 특화된 계약법 제정을 위한 연구,방위사업청(운영지원과),31570000.0,92.852,2022-03-02,한국법제연구원,한영수,민정화,세종특별자치시  국책연구원로15-0 (반곡동),31570000.0,92.852,방위사업에 특화된 계약법 제정을 위한 연구,중앙행정기관
22-해상기반 우주발사체계 개념 연구,해군본부,34900000.0,88.896,2022-05-25,호원대학교 산학협력단,정의붕,김정일,"전라북도 군산시 임피면 호원대3길 64,",34900000.0,88.896,22-해상기반 우주발사체계 개념 연구,군
22-G/K 창정비 사업 성과분석 연구,해군본부,,,,,,,,,,22-G/K 창정비 사업 성과분석 연구,군
22-파라메트릭 기반 함정 수명주기비용 추정방법 연구,해군본부,44383000.0,90.474,2022-05-24,국방대학교산학협력단,이문걸,문영옥,충청남도 논산시 양촌면 황산벌로1040,44383000.0,90.474,22-파라메트릭 기반 함정 수명주기비용 추정방법 연구,군
판매수수료 현실화 방안 연구용역,국군복지단,,,,,,,,,,판매수수료 현실화 방안 연구용역,국군복지단
방공포병 모의훈련체계 구축방안 연구,공군본부,,,,,,,,,,방공포병 모의훈련체계 구축방안 연구,군
K1계열전차 포탑회로망상자 시험장비 개발 연구용역,제2879부대,,,,,,,,,,K1계열전차 포탑회로망상자 시험장비 개발 연구용역,제2879부대
22년 기술연구용역 계약(1),육군교육사령부,,,,,,,,,,22년 기술연구용역 계약(1),군
22년 기술연구용역 계약(1),육군교육사령부,46000000.0,96.918,2022-04-15,경희대학교산학협력단,김윤혁,조혜진,"경기도 용인시 기흥구 덕영대로1732-0 (서천동, 경희대학교 국제캠퍼스내)",46000000.0,96.918,22년 기술연구용역 계약(1),군
22년 기술연구용역 계약(2),육군교육사령부,,,,,,,,,,22년 기술연구용역 계약(2),군
22년 기술연구용역 계약(3),육군교육사령부,,,,,,,,,,22년 기술연구용역 계약(3),군
22년 기술연구용역 계약(4),육군교육사령부,,,,,,,,,,22년 기술연구용역 계약(4),군
민사분야 연구용역(2-2),한미연합군사령부,31500000.0,90.0,2022-03-11,(사)21세기군사연구소,김진욱,박계향,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)",31500000.0,90.0,민사분야 연구용역(2-2),기관
민군 상생을 위한 훈련장 최적환 관리방안 연구,합동참모본부,32670600.0,86.025,2022-05-18,(사)21세기군사연구소,김진욱,박계향,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)",32670600.0,86.025,민군 상생을 위한 훈련장 최적환 관리방안 연구,합동참모본부
(227164-C)연구활동 재료(시약) 구매,국군재정관리단,128624707.0,88.001,2022-05-11,주식회사 길상산업,박종호,박종호,경기도 화성시 10용사로456-0 (반송동),128624707.0,88.001,(227164-C)연구활동 재료(시약) 구매,국군재정관리단
인공지능 무기체계 시험평가 기준 절차 방법 연구,합동참모본부,39310000.0,91.573,2022-06-16,국방대학교산학협력단,이문걸,문영옥,충청남도 논산시 양촌면 황산벌로1040,39310000.0,91.573,인공지능 무기체계 시험평가 기준 절차 방법 연구,합동참모본부
공군 수송기 전력 최적화 방안 연구용역,공군본부,,,,,,,,,,공군 수송기 전력 최적화 방안 연구용역,군
22년도 군 급식 및 피복 만족도 조사 연구용역,국방부(운영지원과),47000000.0,94.079,2022-07-01,알앤알컨설팅 주식회사,조희아,이은경,"서울특별시 서초구 신반포로303, 101호 (잠원동, 에스엘빌딩)",47000000.0,94.079,22년도 군 급식 및 피복 만족도 조사 연구용역,중앙행정기관
시험평가 의사결정체계 효율화 방안 연구,국방부(운영지원과),,,,,,,,,,시험평가 의사결정체계 효율화 방안 연구,중앙행정기관
신재생에너지 적용관련 군 에너지 정책방향 연구용역,육군본부,30340000.0,99.243,2022-08-02,에이치앤파워(주),강인용,장원규,대전광역시 유성구 대학로291-0 (구성동) N7-7111,30340000.0,99.243,신재생에너지 적용관련 군 에너지 정책방향 연구용역,군
국방 안전사고 조사 표준 매뉴얼 마련을위한연구,국방부(운영지원과),42265893.0,89.442,2022-09-08,중원대학교 산학협력단,박종석,신남선,충청북도 괴산군 문무로85-0 중원대학교내 (괴산읍),42265893.0,89.442,국방 안전사고 조사 표준 매뉴얼 마련을위한연구,중앙행정기관
효율적인 전투체계 창정비 방안 연구용역,해군군수사령부,38000000.0,89.479,2022-05-25,사단법인 안보경영연구원,전건욱,윤병찬,"서울특별시 강남구 언주로527, 10층 (역삼동)",38000000.0,89.479,효율적인 전투체계 창정비 방안 연구용역,군
사단정찰용 UAV 백령도서내 운용 가능성 연구,제9691부대,17600000.0,69.95,2022-03-29,주식회사 베테랑콤,이재평,이재평,서울특별시 서초구 서초동1432-13 202,17600000.0,69.95,사단정찰용 UAV 백령도서내 운용 가능성 연구,제9691부대
군사시설부문 온실가스 감축 계획수립 연구,국방부(운영지원과),69900000.0,100.0,2022-05-17,한국건설기술연구원,김병석,원은정,경기도 고양시 일산서구 고양대로 283(대화동),69900000.0,100.0,군사시설부문 온실가스 감축 계획수립 연구,중앙행정기관
차륜형지휘소용차량 시설사업기본계획 연구용역,방위사업청(운영지원과),51000000.0,85.0,2022-02-28,주식회사도시경영연구원,권선애,남혜정,"서울특별시 성북구 화랑로76, 제3층 307호(하월곡동,코업스타클래스)",51000000.0,85.0,차륜형지휘소용차량 시설사업기본계획 연구용역,중앙행정기관
미래형 성과기반 군수지원 적용방안 연구,방위사업청(운영지원과),64138950.0,90.0,2022-10-12,(사)21세기군사연구소,김진욱,박계향,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)",64138950.0,90.0,미래형 성과기반 군수지원 적용방안 연구,중앙행정기관
22-4차 연구장비 구매 계약 - 세균배양기 CO2,국군의무사령부,36731157.0,88.142,2022-05-30,주식회사 에스엘상사,송영각,박영희,"충청남도 계룡시 서금암3길5, 925호(금암동, 쉐리움오피스텔)",36731157.0,88.142,22-4차 연구장비 구매 계약 - 세균배양기 CO2,기관
22-5차 연구장비 구매 계약 - 원심분리기 소형탁상용,국군의무사령부,,,,,,,,,,22-5차 연구장비 구매 계약 - 원심분리기 소형탁상용,기관
22-5차 연구장비 구매 계약 - 원심분리기 소형탁상용,국군의무사령부,17578000.0,97.182,2022-08-24,주식회사 쏠바이오텍,류재산,류재산,"대전광역시 서구 대덕대로319, 2층 212호(월평동, 우림빌딩)",17578000.0,97.182,22-5차 연구장비 구매 계약 - 원심분리기 소형탁상용,기관
차세대 미사일 방어 무기체계 발전 방향 연구,공군본부,,,,,,,,,,차세대 미사일 방어 무기체계 발전 방향 연구,군
차세대 미사일 방어 무기체계 발전 방향 연구,공군본부,,,,,,,,,,차세대 미사일 방어 무기체계 발전 방향 연구,군
차세대 미사일 방어 무기체계 발전 방향 연구,공군본부,,,,,,,,,,차세대 미사일 방어 무기체계 발전 방향 연구,군
MZ세대 주거시설 시설기준 제·개정 연구용역,국군재정관리단,145200000.0,89.412,2022-03-21,사단법인 한국군사시설연구소,김진욱,김진욱,"서울특별시 금천구 가산디지털2로184, 1017호(가산동, 벽산.경인디지털밸리2)",145200000.0,89.412,MZ세대 주거시설 시설기준 제·개정 연구용역,국군재정관리단
22년 계룡스파텔 시설개선사업 선행연구 용역,육군인사사령부,28914000.0,89.69,2022-03-28,사단법인 한국국가전략연구원,한민구,이상규,"서울특별시 용산구 한강대로62길41, 3층 (한강로1가)",28914000.0,89.69,22년 계룡스파텔 시설개선사업 선행연구 용역,군
방위력개선사업에 K-RMF 적용을 위한 방안연구,방위사업청(운영지원과),40000000.0,87.229,2022-08-10,세종대학교산학협력단,유상호,방윤지,서울특별시 광진구 군자동98 집현관 216,40000000.0,87.229,방위력개선사업에 K-RMF 적용을 위한 방안연구,중앙행정기관
전투실험 발전 과제 연구용역(1),육군교육사령부,34200000.0,94.484,2022-02-22,(사)21세기군사연구소,김진욱,박계향,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)",34200000.0,94.484,전투실험 발전 과제 연구용역(1),군
22-11차 연구장비 구매 계약 - 의약품 냉동고,국군의무사령부,,,,,,,,,,22-11차 연구장비 구매 계약 - 의약품 냉동고,기관
22-11차 연구장비 구매 계약 - 의약품 냉동고,국군의무사령부,,,,,,,,,,22-11차 연구장비 구매 계약 - 의약품 냉동고,기관
22년 서울안보대화 프로그램 기획 및 발전방향 연구,국방부(운영지원과),,,,,,,,,,22년 서울안보대화 프로그램 기획 및 발전방향 연구,중앙행정기관
00부대 조직문화 진단 연구용역,국군제1068부대,36500000.0,93.665,2022-03-18,KEYSTONE CG(키스톤씨지),강윤진,강윤진,경기도 광주시 중앙로320-40 (송정동),36500000.0,93.665,00부대 조직문화 진단 연구용역,국군제1068부대
(22G140-A)범국민 안보의식조사 연구 용역,국군재정관리단,67300000.0,88.887,2022-07-22,주식회사  코리아리서치인터내셔널,박준빈,송유근,서울특별시 서초구 사임당로18 (서초동) 석오빌딩 8층,67300000.0,88.887,(22G140-A)범국민 안보의식조사 연구 용역,국군재정관리단
활주로지역 배수로 개선 분석평가 및 선행연구 용역,제20전투비행단,251557000.0,78.997,2022-06-24,주식회사 일신이앤씨,김형철,송포,"강원특별자치도 원주시 천매봉길36-22, 302호(단구동, 백림빌딩)",251557000.0,78.997,활주로지역 배수로 개선 분석평가 및 선행연구 용역,제20전투비행단
TAS-815K 레이저거리측정기 시험장비 개발 연구용역,제2879부대,,,,,,,,,,TAS-815K 레이저거리측정기 시험장비 개발 연구용역,제2879부대
22-1차 개념설계 기술지원 연구용역,해군본부,,,,,,,,,,22-1차 개념설계 기술지원 연구용역,군
전시피해건물 상태평가 기준정립 연구용역,공군본부,,,,,,,,,,전시피해건물 상태평가 기준정립 연구용역,군
상륙돌격장갑차 3차 창정비 방안 연구,제9691부대,20765370.0,72.757,2022-03-28,건양대학교 산학협력단,홍영기,김우중,"충청남도 논산시 대학로 121, 건양대학교 산학협력단(내동)",20765370.0,72.757,상륙돌격장갑차 3차 창정비 방안 연구,제9691부대
마린온 3차 PBL사업 적용범위 사업타당성 조사 연구,제9691부대,24140000.0,84.915,2022-03-28,사단법인 안보경영연구원,전건욱,윤병찬,"서울특별시 강남구 언주로527, 10층 (역삼동)",24140000.0,84.915,마린온 3차 PBL사업 적용범위 사업타당성 조사 연구,제9691부대
