입찰공고명,공고기관명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체주소,최종낙찰금액_num,낙찰율_num,연구주제,기관_상위
산업협력 제도 시행을 위한 세부 방안 연구,국군재정관리단,63471419.0,,2018-02-15,고려대학교산학협력단,정의붕,김다예,서울특별시 영등포구 영등포로35길10-0 (영등포동6가) 8층 809호,63370273.0,84.295,탄약고 안전거리 재산정을 위한 선행연구 용역,국군재정관리단
마린온 정비지원체계 방안 연구용역,합동상호운용성기술센터,32810224.0,,2020-11-06,상명대학교산학협력단,,오문진,,,94.088,민군 상생을 위한 대체시설 검토 및 관리방안 연구,군
(24F262-A) 방호시설 폭발실증시험 계측 및 분석용역,국방부조사본부,187652047.0,88.971,,주식회사 에코비투,유완종,이영진,"대전광역시 유성구 테크노3로65, 5층 538호(관평동, 한신에스메카아파트형공장)",,88.965,[상층대기 분석장비]회로카드 조립체 등 4종 구매,국군재정관리단
중금속 가열분석기 등 1항목 구매(의무),해군군수사령부,401906231.0,89.575,2020-07-05,주식회사 나비시스템,김하근,주서현,"서울특별시 강북구 삼양로173가길55-0 (우이동, 메이트하우스)1동402호",401958620.0,89.575,중금속가열분석기 1항목 구매(의무),군
유류시험장비(가스성분 분석기 등 2종) 구매,공군본부,84750226.0,,2022-08-18,주식회사 미주씨앤디,백은주,박장권,"충청남도 논산시 대학로 121, 건양대학교 산학협력단(내동)",,,생화학자동 분석기 구매(20199034-D),제7군단
23-D-라만분광분석기 구매,국방대학교,265747180.0,82.168,2024-05-03,씨지에스아이티(주),강남기,방금인,충청북도 청주시 청원구 오창읍 농소길33-56,,,병 오일분석용 구매,군
국방 빅데이터 분석 사업 용역,국군간호사관학교,9764089.0,89.153,,단국대학교 산학협력단,박승호,양정학,경기도 과천시 교육원로98(중앙동),,89.148,20-지형분석체계 교체(리스물건)(208080-A),중앙행정기관
2017 PACC & PAMS 연구용역,공군본부,51730468.0,80.652,,고려대학교산학협력단,최창식,이연수,"서울특별시 성북구 정릉로 77, 국민대학교내(정릉동)",,,상호운용성 평가 업무의 정량화 모델에 관한 연구,중앙행정기관
체계적인 해군 C4I 체계 유지보수 관리방안 연구,국군재정관리단,13533982.0,90.309,2017-08-22,사단법인 안보경영연구원,전건욱,,"서울특별시 강남구 언주로527, 10층 (역삼동)",13540271.0,90.311,방산기술보호체계 발전방안 연구용역,중앙행정기관
함정 건조사업 추진단계 효율성 향상방안 연구,공군본부,,,2020-11-27,대전대학교 산학협력단,이인형,윤진영,"경기도 수원시 영통구 월드컵로 206(원천동, 아주대학교)",48220224.0,79.181,국방분야 국가자격 신설종목 연구,국군재정관리단
국방 데이터 전략연구,공군본부,15598540.0,84.173,,(사)국방시설연구협회,박현지,홍세준,"강원특별자치도 원주시 천매봉길36-22, 302호(단구동, 백림빌딩)",15583806.0,,조종사 피로도와 안전비행의 역학관계 분석 연구용역,기관
사격지휘차량 양산사업 비용분석,국방부(운영지원과),,,2021-06-12,,김태동,권시형,"서울특별시 송파구 법원로11길25-0, A동 1310호(문정동, 에이치비즈니스파크)",59862619.0,,지형분석장비 구매설치,국군재정관리단
(20F060-I)소음영향도작성을위한소음측정및분석용역,해군본부,357662173.0,93.729,2022-07-07,소성정보기술 주식회사,황윤주,허진실,"인천광역시 미추홀구 주염로58, 620-1호(주안동, 주안시범공단)",357890849.0,93.72,분석기 주파수편이용 2EA 구매(20199199-I),중앙행정기관
우주기상 군 작전 영향 연구 용역,육군본부,119141192.0,,2018-09-28,,,안구름,,119108500.0,96.892,전투발전 연구용역 과제 세미나 수행 용역,국군재정관리단
해병 과학화경계시스템 추진방안 연구 용역,육군본부,,,,서현회계법인,정양수,신남선,대전광역시 유성구 테크노2로187-0 (용산동) 미건테크노월드 2차 B동 217호,,85.173,미래형 성과기반 군수지원 적용방안 연구,합동상호운용성기술센터
정밀측정장비(스펙트럼분석기 등 4종) 구매,국방부(운영지원과),,,,(사)한국위기관리연구소,김곤중,,서울특별시 강남구 논현로189길6 (압구정동),68702774.0,80.981,분석기 구매,중앙행정기관
17년 지형분석장비 물품 구매설치,육군교육사령부,30148963.0,,2021-01-14,서울대학교 산학협력단,이우희,김정일,인천광역시 미추홀구 인하로100-0 (용현동) 인하대학교,,109.841,우수 상용품 시범사용 실태분석 및 개선방안 용역,국군재정관리단
(217151-F)21년 연구활동 재료(시약) 구매,육군본부,,84.765,2018-04-10,국방대학교산학협력단,권정환,,대전광역시 유성구 죽동로157-0 (죽동),79237136.0,84.767,전투근무지원정최적화및친환경선박기술연구,국군재정관리단
위험평가를 위한 공격표면 및 평가방법 연구,해군본부,158757184.0,,,,,,,158823158.0,78.481,00부대 신축 시설사업 선행연구 용역,제2879부대
빅데이터 기반 공중전투 기동 분석기술 연구용역,제2879부대,82085228.0,89.733,,,김한용,이상규,경기도 안양시 동안구 흥안대로 516(관양동 1505-22),,89.732,비행기지 계기착륙장치 노후교체 적정시기 연구용역,기관
잠수함 시운전 제도 개선방안 연구,국방부유해발굴감식단,109370001.0,72.45,2021-05-05,,,박세원,서울특별시 마포구 월드컵북로5길59 (서교동),,72.452,미래 육군비행장 발전계획 검증 연구 용역,국군재정관리단
사관생도 생활실 시설기준 개정 연구용역,국군재정관리단,4126919.0,,,(사)한국전략문제연구소,,김영중,,4127306.0,97.533,무기체계 개발시험평가 역할 재정립에 관한 연구,중앙행정기관
2017년 제3회 국방 분석평가관계관 워크숍 위탁운영,합동참모본부,116069744.0,85.242,2022-04-18,(주)볼트시뮬레이션,박수영,안상희,"서울특별시 강서구 공항대로51길17-0 1,2층 (등촌동)",,,무기체계 공급망 관리(SCM) 최적화 프로세스 연구,국군재정관리단
소형드론용 지능형 영상분석기술 연구/시연 용역,국방부(운영지원과),,106.469,2018-07-20,,,,,332881044.0,,신기술 적용을 통한 저장시설 물류향상 연구,군
계약 전 손실 보전제도(가칭) 도입 관련 연구,국방부(운영지원과),48792073.0,,2020-12-08,주식회사 공공정책성과평가연구원,이양숙,조반석,"서울특별시 영등포구 여의나루로67, 신송빌딩 703호",48831244.0,78.796,21년 차세대 첨단함정 건조가능성 검토 연구용역(ll),군
2024년 방산물자 현황분석 연구용역,제9691부대,160517571.0,87.263,2016-05-30,사단법인 안보경영연구원,,,"서울특별시 강남구 언주로527, 10층 (역삼동)",160378660.0,,17년 비용분석모델(PRICE) 유지보수 용역,군
22년 의무장비(요분석기) 구매,국방부(운영지원과),,73.383,,(사)한국전략문제연구소,,김다예,,764758286.0,73.387,(236043-G) 23년 모바일·IoT 조사분석체계 도입사업,군
대용량 유전자데이터 분석 파이프라인 및 가시화 연구,제3697부대,,102.079,2019-06-24,주식회사 바른프린테크,김연수,황인선,"경상남도 김해시 관동로138, 1404동 301호(관동동, 죽림마을 동원로얄듀크아파트14단지)",65099174.0,,17년 지형분석장비 물품 구매설치,4284부대
대잠훈련분석체계(AEAS) 유지보수 용역,해군군수사령부,104250623.0,102.232,,주식회사 서로네트웍,김종광,김은혜,"서울특별시 강서구 공항대로103 (마곡동, 마곡 엠밸리 9단지) 업무동시설 507호",,,정밀 측정장비(레벨분석기)구매,중앙행정기관
군 C4I체계 보호방안 연구 용역,합동참모본부,,,2017-12-16,한성대학교 산학협력단,이승철,,경기도 성남시 수정구 창업로42(시흥동) 판교제2테크노밸리 경기기업성장센터 532호,8356630.0,,상륙작전에 적합한 4.2대체전력 확보 연구 용역,기관
00부대창설을 위한 공공갈등 관리방안 연구용역,해군군수사령부,71983496.0,88.258,2017-10-16,(주)카이엠,조현선,양진,서울특별시 강서구 양천로401-0 (가양동) B-407,71937897.0,88.255,군용항공기를 활용한 공중발사체 운영방안 연구,중앙행정기관
24~'25년 상층대기분석장비 유지보수,육군군수사령부,467201.0,103.045,2024-05-29,유한회사 행정과 소통연구소,이우경,곽새롬,대전광역시 동구 대전로889-4 (삼성동),467014.0,103.039,23-N-사이버 침해사고 조사/분석체계 구축,군
정보학교 드론 연구용역,방위사업청(운영지원과),,,2017-09-05,사단법인 녹색삶지식원,최권석,,"경기도 안양시 만안구 만안로49, 519호(안양동, 호정타워)",116565163.0,91.01,정보체계 취약점 진단을 위한 모의환경 구축방안 연구,국군재정관리단
군 급식 민간위탁 시범사업 성과분석 연구,국방대학교,42418156.0,91.16,2022-04-23,서울대학교 산학협력단,김진욱,김재일,서울특별시 광진구 군자동98 집현관 216,42439950.0,91.168,00부대 스마트 자동화 저장창고 신축 비용분석 연구,국군재정관리단
21-함정 스마트 브릿지 모델 개념 연구,제9691부대,105090487.0,82.824,2021-04-22,,,,"인천광역시 남동구 인주대로591번길64, 410호(구월동, 타원벨라움)",,,국외조달 군수품의 합리적인 관세부과방안 연구,군
[24-육-84] 탄약부대 경계병력 민간전환 선결 연구,방위사업청(운영지원과),,82.6,2020-09-03,주식회사 사이버앤네트워크연구원,홍순국,김경모,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)",6235898.0,,23-블랙이글스 소음 및 연막 공공갈등 관리방안연구,중앙행정기관
[24-육-129] 예비전력발전세미나 주제 연구(Ⅱ),해군본부,37669287.0,99.371,,주식회사 삼우에이엔씨,박순천,이슬,경상북도 영천시 고경면 호국로495-0,37637257.0,,자동화사격장 차단벽구조 구축방안 연구용역,국군재정관리단
17년 작전지속지원분석모델 유지보수 용역,국방정보본부,,78.773,,서울대학교 산학협력단,한수희,유선미,대전광역시 유성구 노은로170-0 (지족동) 스타시티빌딩 6층,,,21년 의무장비(혈액가스분석기 중형) 구매,군
전투하중을 고려한 인체공학적 개인군장체계 연구,국군수도병원,1073511.0,,,,,이상규,,,93.325,ISR 자산의 효율적 통합 운용방안 연구,국군재정관리단
국방정보시스템 사이버침해대비안전성확보방안 연구,국군재정관리단,,93.296,,태성네트웍스 주식회사,조민구,현민,"서울특별시 동대문구 약령시로9길 79,  135-51,135-60(제기동)",403831430.0,,정신전력 평가도구 개발 연구용역,국군재정관리단
유도로켓(비궁) 성능개량 소요 및 방법 분석 연구용역,국군재정관리단,,77.526,2020-02-17,,,,,63481937.0,77.519,전투발전 연구용역 과제 세미나 수행 용역,중앙행정기관
여군 피복장구류 개선방안에 대한 연구,국군재정관리단,,,,주식회사 파이안,안성원,박민정,"경기도 성남시 수정구 달래내로46-0 (시흥동), A타워 8층 805호 (성남글로벌융합센터)",45925472.0,81.65,비전통위협 국방대응체제 발전연구,군
(20F060-I)소음영향도작성을위한소음측정및분석용역,종합보급창,25773754.0,,2020-05-04,사단법인 한국국방발전연구원,김용섭,윤형규,,25776690.0,73.416,지능형 전군 악성코드 수집분석체계 구축(리스물건),국군재정관리단
해병대 복지회관 중장기 보수계획 연구 용역,육군교육사령부,45617248.0,83.963,,,,,,45598674.0,83.971,BLT급 쌍방훈련 제병협동훈련장 구축 연구용역,군
17-공군 사이버보안 교육 및 관리체계 구축 연구 용역,육군군수사령부,72655133.0,74.132,,단국대학교 산학협력단,김진원,유현국,충청남도 논산시 양촌면 황산벌로1040,,,국방보안관리사 자격신설 연구,국군재정관리단
수동음파탐지부표 연구개발 용역(21H085-I),공군본부,,93.536,2020-06-02,,전건욱,,,157350326.0,93.543,연구장비확보(중합효소연쇄반응장치),국군수도병원
TAS-815K 레이저거리측정기 시험장비 개발 연구용역,국방부(운영지원과),,,2018-10-25,국방기술품질원,정태윤,최민호,"경기도 포천시 호국로 1007, 대진대학교 산학협력단(선단동)",397623509.0,94.619,AI 작전운용성능 설정기준 표준화 연구,군
T-50 캐노피 고정 구성품 내구성 시험 연구,국방부(운영지원과),46104082.0,75.753,2019-04-27,에스제이상사,백다리아,노재란,"전라남도 장성군 황룡면 강변로452-16, 3층 302호",,75.754,오폐수처리시설 기술제안서 평가기준 정립 연구용역,군
해병대 무인항공기 효율적 운용방안 연구,육군본부,9839154.0,104.609,2019-10-09,청주대학교산학협력단,권헌영,이정현,"경기도 남양주시 별내중앙로36-23, 1706호(별내동)",9834058.0,104.613,76mm 철갑고폭탄 비용분석,중앙행정기관
범국민 안보의식조사 연구용역,해군본부,629337.0,84.254,2020-05-24,,,,,,84.261,원주기지 활주로 재포장사업 선행연구 용역,군
4차 산업혁명  군 적용을 위한 R&D 발전방안 연구,제9691부대,115180181.0,87.752,2021-10-01,법무법인(유한) 대륙아주,노광현,,대전광역시 유성구 온천로59-0 (봉명동) 905호,,,21년 서울안보대화 프로그램 기획 및 발전방향 연구,군
국방분야 반도체 조사·분석 및 발전방안 연구,공군군수사령부,,77.103,2016-12-03,주식회사 현대리서치,정희석,김중곤,"경상남도 창원시 진해구 중원로1-0 (남빈동, 해군사관학교내)",240325919.0,,22-1차 연구장비 구매 계약 - 증기후드,국군복지단
기술인력육성 보조사업자 운영성과 평가 및 연구,해군본부,118674566.0,90.743,2019-05-23,(사)21세기군사연구소,김재영,,"서울특별시 종로구 홍지문2길20-0 (홍지동, 상명대학교)",118724382.0,,22-파라메트릭 기반 함정 수명주기비용 추정방법 연구,제9691부대
4차산업혁명 기반 무기체계 시험평가 발전방안 연구,제9691부대,9340095.0,,,사단법인 안보경영연구원,전건욱,,"경기도 성남시 수정구 위례대로83(창곡동, 국방문화센터)",,89.46,소규모 정보체계 개발방법론 연구,중앙행정기관
국방 안전사고조사 표준화 시스템 구축방안 연구,해군본부,39734305.0,,2018-01-16,(재)한국기계전기전자시험연구원,최규식,박계향,"부산광역시 해운대구 양운로42번길18, 8층 803호(좌동, 에이원웨이)",39735163.0,90.007,직ㆍ간접 전투경험 공유 확대 연구용역,국군재정관리단
2020년 군 조직의 양성평등 지표 조사 및 분석 연구,공군본부,,,2023-07-31,(주)알파아이엔씨,이용욱,이미란,대전광역시 동구 옻밭5길159-0 (판암동),58410237.0,,국방정보체계 SW 품질시험 프레임워크 발전방안 연구,군
KUH-1 엔진 시험장비 고장예측시스템 개발 연구용역,국군재정관리단,138910822.0,88.115,2020-08-10,경희대학교산학협력단,김효근,김영원,"서울특별시 서초구 서운로 226, 서초오피스텔 404호(서초동)",,88.115,다계층통합네트워크 구축을 위한 연구용역,군
22-해-신호분석기 구매,국군재정관리단,116259959.0,83.829,2021-07-09,해군사관학교 산학협력단,박영욱,임재영,"서울특별시 마포구 월드컵북로501-0 (상암동, 상암월드컵파크9단지)904동1005호",116230494.0,,22-해-신호분석기 구매,국군재정관리단
20-해군사관생도 복제개선 연구,국군재정관리단,144331227.0,91.671,2021-06-19,주식회사 에스엠플래닛,권수민,강현순,"경기도 고양시 일산동구 중앙로1305-30, 728호 (장항동, 일산마이다스오피스텔)",144162164.0,91.672,해병대 과학화 전투사격장 구축 연구용역,제9691부대
KAAV RCWS/KAAV-Ⅱ총수명주기 비용에 관한 연구용역,육군본부,10115341.0,,2019-10-07,재단법인 한국군사문제연구원,김형철,,"서울특별시 강남구 언주로527, 10층 (역삼동)",10125681.0,82.418,SUPPRESSED,군
(20F088-A)소음영향도 작성을위한 소음측정및분석용역,국방부조사본부,538960464.0,83.411,2021-01-16,주식회사 베테랑콤,김태동,,대전광역시 유성구 유성대로1646-0 (전민동),538711907.0,83.407,국방무인체계 총수명주기관리방안 연구,제2062부대
항공통제기 2차 시설사업 기본계획 수립 연구용역,해군본부,13211329.0,80.065,,,,,,13223008.0,80.062,군사과학정책 연구 용역(1. 국방 데이터....),군
원격제어조립체 개발 연구개발(2019H027-B),방위사업청(운영지원과),37801755.0,99.385,2019-12-03,(주)에프오알엠도시건축공간연구소,김진욱,,충청남도 논산시 양촌면 황산벌로1040,37797509.0,99.38,미래 복합전투체계 운용개념/전투실험방법 연구용역,중앙행정기관
인공기상조절 연구용역,방위사업청(운영지원과),216182102.0,79.502,2020-08-23,한국여성정책연구원,홍명성,이수행,경기도 구리시 산마루로46-0 (갈매동) 404동 1702호,216033536.0,,공군 군수지원 분야 발전방향 연구 용역,군
국방 연구개발 법제 개선 연구,국방부(운영지원과),38034760.0,96.349,,,이문걸,황병윤,,,96.348,국방과학기술 전문인력 소요분석 연구,중앙행정기관
교육연구자료 원문 DB 구축 용역,합동참모본부,20277475.0,58.916,,,,안구름,,,58.918,전투준비태세 평가체계 발전방향 연구,합동참모본부
분석기 스펙트럼용 장비 구매(20209032-I),육군본부,,74.344,2020-03-24,국방대학교산학협력단,전영섭,전치우,서울특별시 마포구 월드컵북로5길59 (서교동),723906468.0,74.34,19년 항공관제 분석체계 유지보수 용역,제2307부대
디지털 증거분석 수사체계 도입(218091-A),국군재정관리단,51878916.0,79.072,2022-06-21,다슬,최미정,이경순,"경기도 고양시 덕양구 삼원로63-0 (원흥동, 고양아크비즈) 612호",51864448.0,,`18년 지형분석장비 교체사업,국군재정관리단
00부대 지형분석장비(워크스테이션) 구매(20197163-B),육군훈련소,72075591.0,81.301,2023-01-31,(사)한국전략문제연구소,전건욱,,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)",72058682.0,,월간지(안보현안분석  린사포럼) 인쇄 용역,군
군 보건의료 발전계획 선행연구,국군제1068부대,6025838.0,94.973,2018-05-05,,,박수연,,,,임베디드 및 군 무선통신 취약점 분석기술 연구,군
군인ㆍ군무원 수당이력조사 및 유사직종사례 비교연구,육군본부,175112668.0,72.567,2019-08-21,,류장수,,충청남도 논산시 양촌면 황산벌로1040,175088362.0,72.571,통섭형 인재 육성을 위한 직무순환 방안 연구 용역,국군재정관리단
항-19-088 자동면역분석기 시약 등 117종,국방부(운영지원과),66491177.0,69.814,2020-09-23,라온시스템즈(주),고기종,서경희,경기도 안양시 동안구 흥안대로445(평촌동) 제6층 615호 안양평촌동지식산업센터,66405420.0,69.82,항-20-004 자동면역분석기 시약 등 123종,군
다원적 민주주의 사회의 장병 정훈교육 방향 연구,방위사업청,2424382.0,,,세종대학교산학협력단,이용호,김우중,"경기도 용인시 기흥구 덕영대로1732-0 (서천동, 경희대학교 국제캠퍼스내)",2425329.0,80.006,레이저대공무기사업 선행연구 및 운용요구서 연구,군
반환 미군기지 매각 활성화를 위한 처분 방안 연구,제20전투비행단,,,,한국외국어대학교 연구산학협력단,강창선,윤진영,"서울특별시 강남구 역삼로17길57, 그랜드빌딩 B1층 (역삼동)",9793033.0,93.768,안정화 작전을 위한 기반시설 복구부대 운영방안 연구,국군재정관리단
[24-육-189] 과학화 동원훈련장 시범사업 추진 연구,육군군수사령부,,88.475,2021-12-09,국방기술품질원,한민구,김지혜,"대전광역시 유성구 대학로 99(궁동, 충남대학교)",107921003.0,,군사과학기술대학원(가칭) 신설방안 연구,합동참모본부
군용항공기를 활용한 공중발사체 운영방안 연구,공군교육사령부,280660220.0,,,한양대학교 산학협력단,정의승,조현정,경기도 평택시 청북면 고렴길181번길 13(),280802178.0,,국방R&D 과제 평가체계 개선방안 연구,군
군 작업환경 및 작업자 보건관리 훈령 발전연구,국군재정관리단,,,,(주)이지랩아이앤티,권호영,채희연,"경기도 성남시 중원구 사기막골로159-0 (상대원동, 금강하이테크2 아파트형공장) 711호",59152615.0,100.632,22-13-13 야전공장 분석평가 및 선행연구 용역,군
24~'25년 상층대기분석장비 유지보수,국방부조사본부,374603517.0,97.449,2022-11-03,근영유통,정영석,이지호,경기도 파주시 산남로26번길101-0 (산남동),374619623.0,97.443,23-N-유황분석기 구매,합동참모본부
주파수변환기 대체품 연구개발 용역(2019H028-B),4284부대,28001792.0,92.398,2019-05-30,사단법인 안보경영연구원,박정기,,"서울특별시 강남구 언주로527, 10층 (역삼동)",,92.4,전자전기 확보 및 효율적 운용방안 연구,중앙행정기관
장병 스트레스평정체계 개선 연구용역 계약,제5738부대,200146866.0,78.473,,,,,,,78.482,상호운용성성공요인분석을 통한 평가업무발전방안연구,합동상호운용성기술센터
공무원 징계와 군 징계의 비교법적 연구,방위사업청(운영지원과),5056719.0,85.36,2018-07-18,건양대학교 산학협력단,,,"서울특별시 용산구 한강대로62길41, 3층 (한강로1가)",,85.354,18-공군 비행교수법 교육 프로그램 개선 및 개발 연구,중앙행정기관
시험평가 의사결정체계 효율화 방안 연구,공군본부,193909090.0,90.527,,(사)한국산업기술보호협회,홍종일,김용오,서울특별시 강남구 논현로189길6 (압구정동),193830218.0,,한국형 레이저 무기 조기도입 개발전략 연구,군
2020년 군 조직의 양성평등 지표 조사 및 분석 연구,국군재정관리단,196246826.0,81.21,2020-07-05,한국교통대학교산학협력단,박래호,이재평,경기도 수원시 장안구 하률로12번길80-0 (천천동),196437424.0,81.212,승선근무예비역의 병역제도 발전 방안 연구 용역,4284부대
23년 비용분석모델(True Planning) SW유지보수 용역,공군군수사령부,145675335.0,97.855,2023-03-08,주식회사 쏠바이오텍,김보연,,"경기도 성남시 수정구 복정로84번길 22-15,(B-001호) (복정동)",,97.846,(227258-F)사이버 기술분석용 장비/SW 도입,기관
18년 발칸 추적훈련 분석기(제조),공군본부,153460428.0,96.406,,주식회사 안보기술연구원,정의붕,김용희,서울특별시 서초구 서초동1432-13 202,153392366.0,,11. 국제공동연구(AI기술을적용한...),군
의료기재(금연구역 표지판 등 85종)구매,육군본부,27723608.0,84.469,,,,,,27722772.0,,SUPPRESSED,국군재정관리단
대용량 유전자데이터 분석 파이프라인 및 가시화 연구,공군본부,141828914.0,81.194,,(주)한일,남궁복자,배성권,"서울특별시 영등포구 국회대로70길15-1 (여의도동), 5층 알587호",,81.196,24년 국방연구개발사업의 성과조사 · 분석 연구 ,국군재정관리단
무기체계 전력지원체계 분류기준 재정립 연구,국방부(운영지원과),,90.488,2018-10-25,대전대학교 산학협력단,김흥중,김소미,"경기도 고양시 일산서구 산현로17번길38, 1102동 503호",560146038.0,90.48,00부대창설을 위한 공공갈등 관리방안 연구용역,국군재정관리단
국방 시뮬레이터 운용실태 및 발전방안에 관한 연구,제2879부대,,84.748,2018-06-11,,,이종범,,90006857.0,84.749,육군 미디어전 교리화 연구용역,기관
군 자동소음측정망 설치기준 및 운영방안 연구,방위사업청(운영지원과),,80.54,2018-11-21,,정봉원,,,212052976.0,80.538,군사과학기술대학원(가칭) 신설방안 연구,중앙행정기관
(20G060-A)IP교환기및국방보안조사분석시스템금융리스,국방부(운영지원과),,,2024-09-01,산업연구원,정의붕,김지훈,"서울특별시 중구 을지로6, 재능빌딩 11층 1105, 1106, 1107호",617544070.0,88.84,자동염기서열분석기 정비,군
24년 기술연구용역(3),국군재정관리단,107995233.0,,,주식회사 지니클라우드,김세종,,"서울특별시 서초구 방배천로155, 유청빌딩 3층(방배동 821-8)",108125447.0,71.168,4차 산업혁명과 연계한 미래 물자동원방안 연구,중앙행정기관
해상작전 유/무인기 최적화 운용방안 연구,국방부(운영지원과),23886807.0,,2016-01-28,,,,,23885530.0,79.02,병력책정기준 산정과 연계한 조직진단 기법 체계 연구,군
동원위주 부대 기계화 장비 개편시 효율성 분석 연구,제9691부대,,102.732,,,,,,38915399.0,102.729,프로그램 단위 성과관리를 위한 성과지표 연구,중앙행정기관
한국군 전술데이터링크 표준화 및 발전방안 연구 용역,국방부(운영지원과),216218275.0,86.327,2018-02-08,,,,,,86.328,국방 클라우드 확산 정책 연구 용역,중앙행정기관
산업협력 제도 시행을 위한 세부 방안 연구,국방부(운영지원과),,66.682,2018-02-13,인하대학교 산학협력단,임근우,이신영,대전광역시 유성구 온천로59-0 (봉명동) 905호,26542470.0,66.683,K21장갑차 전자모듈조립체 정비기술개발 연구용역,국군재정관리단
국방여군 70년사 편찬 연구,육군본부,,,2020-08-19,엘아이지넥스원주식회사,최현선,이지유,"서울특별시 강남구 영동대로602, 6층 E170호(삼성동)",108984374.0,,탄약 및 용기 레이저 제청 시스템 응용연구 용역,군
창조국방 추진을 위한 창의적 문화조성 방안 연구,제9691부대,529031816.0,96.382,2018-01-26,사단법인 안보경영연구원,전건욱,,"서울특별시 강남구 언주로527, 10층 (역삼동)",,96.383,해상작전 유/무인기 최적화 운용방안 연구,중앙행정기관
군사사연구총서고대~근대한국군사사연구용역(과제4),육군본부,34010711.0,83.814,2017-07-14,사단법인 안보경영연구원,,,"서울특별시 강남구 언주로527, 10층 (역삼동)",33959787.0,83.817,L-V-C 전투실험체계 구축방안 연구 용역,중앙행정기관
20-161 218 동물용 자동분석기 등 3품목,육군본부,103183183.0,,2021-12-22,주식회사코드원,김경일,신준호,"서울특별시 서대문구 수색로138-0, 2층(북가좌동)",103135637.0,93.649,수치해석을통한폭발하중받는강재구조물의거동분석용역,기관
함정 설계 건조 기준 및 함정규칙 정립 연구 용역,국방부(운영지원과),28295641.0,,,주식회사 굿컨설팅그룹,김규형,박영욱,"서울특별시 서초구 신반포로303, 101호 (잠원동, 에스엘빌딩)",28322050.0,86.844,군 C4I체계 보호방안 연구 용역,군
우수인재의 개념과 자격기준 연구용역,육군교육사령부,51210272.0,82.061,2020-02-14,한성대학교 산학협력단,곽재수,조대현,"경상남도 창원시 성산구 완암로50-0 (성산동, SK테크노파크) 넥스동 1103호",51178984.0,82.066,국방규격에서 인용 중인 폐지된 KS 제정 연구,군
방위사업 계약법령 체계화 방안 연구,육군교육사령부,,79.503,2019-08-05,(사)21세기군사연구소,권시형,,경상남도 진주시 동진로420 (충무공동),180589759.0,,(20F157-I)12.7mm 파쇄탄 정부투자 연구개발 사업,국군재정관리단
K1계열전차 포탑회로망상자 시험장비 개발 연구용역,국방부(운영지원과),55641410.0,94.404,2018-03-26,,,,,55666598.0,94.399,군수사 품목관리관 적정 취급품목 수 연구,중앙행정기관
유·무인 복합체계 발전방안 연구,제7821부대,,101.092,2020-11-09,,,,,,101.092,낙하산전문포장사 자격신설 연구,기관
민간군사기업(PMC) 등 민간 아웃소싱에 대한 개념연구,국군재정관리단,23537761.0,84.413,2021-07-23,해성사,최광열,오성열,서울특별시 금천구 벚꽃로298-0 (가산동) 6층 601호,23497609.0,84.406,소요결정 권한 소요군 위임시 획득절차 연구,군
자동염기서열 분석기 소모품 구매 설치,육군본부,8962382.0,90.498,,(사)한국물환경학회,신용인,김지현,"경기도 수원시 영통구 월드컵로 206(원천동, 아주대학교)",,,군인연금제도 발전방향 연구,군
공군 장기 군구조 발전구상 연구,해군군수사령부,139928799.0,,2018-08-19,(사)한국위기관리연구소,박종영,,"경기도 안양시 동안구 학의로268, 7층 708호 (관양동, 안양메가벨리)",,76.738,무기체계 전력지원체계 분류기준 재정립 연구,국군재정관리단
도약적 우위능력을 위한 미래 전력 창출 방향 연구,4284부대,215839957.0,89.772,2018-07-19,사단법인 안보경영연구원,전건욱,,"서울특별시 강남구 언주로527, 10층 (역삼동)",215830005.0,,전력발휘 보장을 위한 예비군훈련체계 연구,군
공군 수송기 전력 최적화 방안 연구용역,국방부조사본부,79077778.0,111.973,2024-02-03,주식회사 씨이지앤드플러스,,,,79048316.0,,국가전략기동군 해병대 발전방안 연구 사업,군
방위사업비리 가중처벌 법안에 대한 연구,국군재정관리단,,95.736,2019-02-08,(사)한국전략문제연구소,박정기,,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)",65120681.0,95.733,안정화지역 기반시설 복구방안 연구,중앙행정기관
중금속가열분석기 1항목 구매(의무),해군본부,31696668.0,92.159,,서울대학교 산학협력단,김재영,,서울특별시 영등포구 영등포로35길10-0 (영등포동6가) 8층 809호,31723333.0,92.167,복합신호분석기 구매(20198178-F),국군재정관리단
차세대 인터넷쇼핑몰 구축 정보전략계획 연구용역,국군재정관리단,73254532.0,90.427,,건양대학교 산학협력단,정의붕,,서울특별시 영등포구 영등포로35길10-0 (영등포동6가) 8층 809호,,,KMTF기반 국방정보체계 연동 고도화 방안 연구,중앙행정기관
16-상층대기 분석장비 외주정비,제2879부대,98027762.0,97.198,2022-03-30,사단법인 미래안보산업전략연구원,,이수행,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)",98027388.0,97.203,생성형 AI 서비스 구축 방안 정책연구용역,군
