입찰공고명,공고기관명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체주소,최종낙찰금액_num,낙찰율_num,연구주제,기관_상위
미래환경 변화에 적합한 인력획득 홍보 발전방안 연구,국군복지단,87208933.0,89.795,2017-01-25,주식회사 코테스,김한욱,이지유,경상남도 진주시 진양호로532-0 (동성동),0.0,89.087,(상생협력실)갈등영향분석 연구용역(C013),기관
서북도서용 무인항공기 선행연구,국군재정관리단,1553973034.0,,2017-06-02,(주)휴먼이퀘이션,서영우,정태진,인천광역시 부평구 부평대로301-0 (청천동) 남광센트렉스 303호,18287140.0,,군수사 품목관리관 적정 취급품목 수 연구,제3707부대
미래환경 변화에 적합한 인력획득 홍보 발전방안 연구,육군인사사령부,74823820.0,100.502,,(주)씨엠코리아,이윤문,김종호,"서울특별시 송파구 송파대로24길5-6 (가락동,1층)",9499122.0,,23년 전투발전 연구용역(2),군
대잠훈련분석체계(AEAS) 유지보수 정비,육군교육사령부,52310511.0,98.581,2022-08-28,세종대학교산학협력단,김진원,조대현,충청남도 청양군 정산면 칠갑산로1898-0,0.0,,잠수함 근무환경의 분석 및 건강모델개발 용역,합동참모본부
K21장갑차 조종수카메라 정비기술개발 연구용역,국군재정관리단,,91.09,2024-06-04,재단법인 한국군사문제연구원,안주섭,박미진,충청북도 청주시 흥덕구 비하로59-2 (비하동),,,화학위험물질 및 방사선 탐지  분석용 드론제조,제9691부대
X-RAY 형광분석기 구매,방위사업청(운영지원과),181408898.0,90.058,,사단법인 대한민국해군발전협회,한재희,박지훈,"인천광역시 미추홀구 주염로58, 620-1호(주안동, 주안시범공단)",,,22년 병리장비운영소모품(6) 요분석검사 27품목 구매,제1363부대
전투실험 발전 과제 연구용역(1),4284부대,64030624.0,89.546,,주식회사 플렉스시스템,김승용,최명식,경기도 안양시 동안구 흥안대로445(평촌동) 제6층 615호 안양평촌동지식산업센터,6526973.0,89.49,(1)군용비행장 소음측정 및 분석용역,기관
작전계획분석모델 S/W 성능개선 용역,제7군단,,,2020-06-22,바다메디칼,김길원,오원석,"경기도 안양시 동안구 벌말로126(관양동, 평촌오비즈타워) 1308-1313호",12644227.0,98.918,자율·군집비행 활용 복합작전개념 연구(소형 UAS),국군복지단
국방데이터 품질점검 실증 및 운영방안 연구 사업,공군사관학교,1819678157.0,90.148,2016-11-25,에이디링크,이훈민,김동준,"서울특별시 구로구 디지털로31길41-0, 603호, 604호, 605호(구로동, 이앤씨벤처드림타워6차)",17399401.0,89.333,소화기 소음기 선행연구 용역,국군재정관리단
[24-육-85] 무기체계별 EMP방호기술 적용방안 연구,국군의무사령부,60476741.0,,,고메드,김준식,장혜민,광주광역시 서구 상무대로956번길25-0 (쌍촌동),86050799.0,89.398,해병대리더십교육성과측정체계개발연구용역,국군재정관리단
아세안확대국방장관회의 사이버워킹그룹 발전 연구,육군본부,91558925.0,,2022-03-01,다슬,김주희,전형일,경기도 남양주시 진접읍 양진로816-28,,89.613,22-함정 대기오염 저감방안  설계영향성 연구,군
전투하중을 고려한 인체공학적 개인군장체계 연구,국방부군사편찬연구소,78448366.0,89.899,2020-07-08,세종대학교산학협력단,김기순,이다정,"경기도 성남시 분당구 판교로 255(삼평동, 판교 이노밸리 이동 403호 601호)",,,합동작전분석모델-Ⅱ 탐색개발,기관
(206199-B)지형분석장비 교체사업(리스물건),제2307부대,183643797.0,90.908,2022-04-23,사단법인군사정보발전연구소,남상경,윤병찬,서울특별시 동대문구 고미술로100-0 (답십리동),,88.444,분석기  스펙트럼용,합동참모본부
통신 정비장비(스펙트럼 분석기) 구매,종합보급창,74827068.0,,2019-08-16,주식회사 에이치앤아이웍스,조성호,최광용,"경기도 안양시 만안구 만안로49, 519호(안양동, 호정타워)",,,민군 상생을 위한 대체시설 검토 및 관리방안 연구,군
19-TSCE 기반 함정 체계통합방안 연구 용역,방위사업청(운영지원과),74834772.0,,,주식회사 윈미디텍,조상환,김미희,"경기도 하남시 미사대로520-0 (덕풍동) 7층 씨에이동 705호,706호",,89.597,우수인재의 개념과 자격기준 연구용역,국군복지단
23년 육군 장기미래비전 연구용역,국군지휘통신사령부,57648075.0,90.144,2022-03-06,태경회계법인,임채익,박동순,부산광역시 영도구 해양로385-0 (동삼동),101708208.0,88.984,예비군훈련 적정 보상비 연구,국군재정관리단
상층대기분석장비(전자모듈 등18종) 구매,국방부유해발굴감식단,,88.372,,건양대학교 산학협력단,서준호,심상필,"경기도 광명시 디지털로56-0 (철산동, 철산래미안자이)101-2801호",7011803.0,88.969,분석기(회로망용) 구매,기관
자동 00분석 지원체계 구축(20197115-H),국군재정관리단,,98.918,2020-07-15,사단법인 한국우주과학회,최재성,이현정,"경상북도 경산시 대학로13길26, 2203호(정평동, 경산 한서 고층아파트)",90820189.0,,수사자료분석용 서버 구매설치,합동상호운용성기술센터
잠수함 시운전 제도 개선방안 연구,수도기계화보병사단,87891328.0,,2017-03-15,주식회사 남양메디칼,최창식,정지용,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)",,,00훈련장 이전 연구 용역,중앙행정기관
21-해양 기반 우주작전 개념 및 전력발전 방안 연구,드론작전사령부,162758395.0,100.51,,주식회사 세랜텍,주양효,박영욱,경기도 고양시 덕양구 권율대로656-0 (원흥동) 17층 1739호,7531623.0,,국방분야 국가자격 신설종목 연구,제3130부대
미래 예비전력 역할과 적정규모 편성 연구용역,공군제10전투비행단,182047930.0,90.051,2022-09-03,(주)씨앤씨솔루션,유훈,정기쁨,"서울특별시 구로구 디지털로33길55, 1009호 (구로동, 이앤씨벤처드림타워2차)",0.0,,휴대용핵종분석기 구매,국군수도병원
함정 건조사업 추진단계 효율성 향상방안 연구,제7821부대,1744085168.0,89.809,2022-10-01,재단법인 한국산업관계연구원,김석철,정택주,경기도 안양시 동안구 흥안대로445(평촌동) 제6층 615호 안양평촌동지식산업센터,,89.672,예비군법 개정방안 연구,중앙행정기관
11. 국제공동연구(AI기술을적용한...),종합보급창,78436384.0,,2017-02-14,와이피글로벌,남상경,이수현,"충청북도 청주시 청원구 대성로298-0 (내덕동, 청주대학교)",88592384.0,89.608,고속전투주정 시설사업기본계획 수립 연구용역,국군제1068부대
20년 전파환경 측정/분석장비 유지보수 용역,육군인사사령부,87462419.0,90.378,2022-02-28,주식회사 딥아이,신명화,정택주,경기도 양주시 장흥면 권율로86-1 (그린숲타운)108동502호,15764146.0,88.839,17-추수평가 개선 및 환류방안 연구,제9965부대
대형공격헬기의 효과적인 시설사업 추진방안 연구,국방부(운영지원과),,,2018-12-21,테크디,이숙영,박영희,제주특별자치도 제주시 애월읍 광상로26-0,91581556.0,89.986,자살사고 사후관리를 위한 치유프로그램 연구,국군대전병원
세계안보정세분석 연구 용역,합동상호운용성기술센터,88183584.0,,2024-05-17,주식회사화인시스텍,김경일,이정암,서울특별시 마포구 양화로183-0 (동교동) 효성홍익인간오피스텔 11층 1112호,,89.188,정밀 측정장비(레벨분석기)구매,중앙행정기관
T-50 캐노피 고정 구성품 내구성 시험 연구,육군공병학교,65607508.0,100.998,,지그인더스트리,오문진,송유근,부산광역시 부산진구 냉정로178번길21 (개금동)2층,,,전·평시 예비군 보류직종의 적정성 연구,중앙행정기관
00부대 스마트 자동화 저장창고 신축 비용분석 연구,육군대학,65001393.0,88.19,,나우통상,양금식,유보라,경기도 광주시 오포읍 포은대로339(추자동),0.0,89.675,(20F062-I)소음영향도작성을위한소음측정및분석용역,기관
분광광도계 수질분석형 1EA,공군미사일방어사령부,,,2019-04-29,매쉬미디어(주),신지웅,김지원,대전광역시 유성구 대학로291-0 (구성동),,,22-공-소음측정 및 분석시스템 구매(229124-F),39정찰비행단
공군기지 무선통신 기반구축 및 운영향상 방안 연구,제3130부대,85233965.0,89.102,2019-04-01,에이디링크,최양열,박계향,"서울특별시 금천구 벚꽃로254-0 (가산동, 월드메르디앙벤처센타) 1109호",,,국방정보화법 하위법령 개정방안 연구,중앙행정기관
국산품 우선정책(BKD) 수립을 위한 정책연구,육군본부,34694114.0,90.026,2024-02-20,주식회사 웨이브텍,손승우,양용진,인천광역시 미추홀구 인하로100-0 (용현동) 인하공업전문대학,93258108.0,89.791,공무직 근로자 임금체계 컨설팅 및 연구 용역,제9691부대
국방 정보기술 조사·분석 연구,제6619부대,,90.174,2024-04-02,(재)한국화학융합시험연구원,신창희,전호영,"서울특별시 중구 세종대로39, 대한상공회의소 6층(남대문로4가)",10900838.0,,지능형 악성코드 수집분석체계 라이선스 구매,군
전술정찰정보수집체계 경미한 성능개량 사업분석,국군재정관리단,65142906.0,89.869,,(주)론스텍,박충권,이혜진,서울특별시 동작구 흑석로84 (흑석동),,89.301,군사용 인공지능 적용을 위한 법ㆍ제도 개정소요 연구,제2307부대
첨단과학기술의 군 활용성 제고 발전방안 연구용역,제9691부대,45676027.0,,2021-12-22,주식회사우성메디칼,윤영현,이민수,"서울특별시 용산구 한강대로211, 102동 1605호(한강로1가, 대우월드마크용산)",,89.185,공군 품목관리관 자격인증제도 도입방안 연구용역,제3170부대
의료기재(금연구역 표지판 등 85종)구매,제7016부대,1509763520.0,90.391,2023-12-21,해용정보통신주식회사,,장소영,"부산광역시 해운대구 센텀북대로60, 915호",,,항공기 시동장비(편제장비보강사업) 사업분석,제7군단
23-D-라만분광분석기 구매,제7군단,468934314.0,89.487,,가톨릭관동대학교 산학협력단,김산회,이월단,"서울특별시 서초구 서초대로1길17, 2층 226호(방배동)",11594931.0,,다계층통합네트워크 구축을 위한 연구용역,국군복지단
국방분야 국가자격 신설종목 연구,육군훈련소,,,2019-04-30,티에스와이,이희석,방은옥,"서울특별시 강남구 남부순환로365길 5, 중명 213(도곡동)",,89.552,특임여단 북괴군 핵 화생시설 점령/확보방안 연구용역,기관
통섭형 인재 육성을 위한 직무순환 방안 연구 용역,합동상호운용성기술센터,64996210.0,89.779,2024-04-13,(사)한국전략문제연구소,한민구,이찬홍,"서울특별시 서초구 방배천로155, 유청빌딩 3층(방배동 821-8)",,,국방표준서 제정(5차) 연구,제5738부대
23-D-액체질량분석기 구매,합동참모본부,,,2017-03-02,이성 주식회사,이현화,김진우,"대전광역시 유성구 테크노3로65, 5층 538호(관평동, 한신에스메카아파트형공장)",0.0,83.934,무인항공기 무인비행장치 전문 운용사 자격신설 연구,국군재정관리단
2.75인치 유도로켓(비궁) PBL 적용 방안 연구용역,제5019부대,,,,서울대학교 산학협력단,맹주수,김덕호,충청남도 청양군 정산면 칠갑산로1898-0,0.0,89.654,정신전력교육 기본교재 재발간에 따른 사전 연구 용역,제20전투비행단
국방인력획득 효율성 제고를 위한 발전방안 연구,제5019부대,177270524.0,99.716,,제이엠비 컴퍼니,최동양,심유진,전라북도 정읍시 북면공단2길87(북면),27242149.0,82.7,AH-64헬기 수평안정판 정비방법 개발 연구용역,군
천궁 창정비 시설사업기본계획 연구용역,국군지휘통신사령부,,89.852,,엠텍리서치,박준홍,장중원,"서울특별시 중구 퇴계로27길25, 305호(충무로3가, 청림빌딩)",,,무기체계별 적정 수명주기 및 도태 후 활용방안 연구,합동참모본부
2016년 제2회 국방 분석평가관계관 워크숍 위탁운영,국방부 국방정책실,57042582.0,89.745,2022-07-05,주식회사 티이디컨설팅그룹,유관우,강윤진,"서울특별시 성동구 왕십리로363, 501호 (하왕십리동, 성동빌딩)",,89.121,SUPPRESSED,제9227부대
군인 고용보험 가입의 효과성 연구,국방부조사본부,58066891.0,89.831,2018-11-12,(주)심네트,이현정,김종환,충청북도 청주시서원구 개신동446-2,,97.799,국방군사시설 방호기준 제·개정 연구용역(21K021-I),4284부대
4차 산업혁명과 연계한 미래 물자동원방안 연구,방위사업청(운영지원과),162661105.0,103.47,2022-01-25,성원금속,백다리아,황병윤,"서울특별시 용산구 이태원로29, 421호(용산동1가, 전쟁기념관)",0.0,88.927,18-회로망용 분석기 등 8종 구매,제20전투비행단
안보 테마파크 조성 방안 정책연구,국군수도병원,184885605.0,,2018-12-25,씨지에스아이티(주),김지영,우윤지,부산광역시 중구 대청북길31 (대청동4가),104272627.0,87.14,전평시 군수부대 기동화 방안 연구용역,국군재정관리단
18년 작전지속지원분석모델 유지보수 용역,해군본부,78372752.0,98.897,2018-12-23,주식회사 한국티이에스,박재완,정운찬,"충청북도 청주시 흥덕구 흥덕로151-0 (운천동, 지하1층)",991048.0,,그린캠프 개선 및 프로그램 개발 연구용역,국군대전병원
함정구조해석용 모델링 DB 개발 연구(2019H038-E),4284부대,165134235.0,89.473,2019-12-22,주식회사 쏠바이오텍,강현섭,김석용,경상남도 창원시 진해구 웅동로162-0,11054014.0,,민군복합타운 조성방안 연구,군
23년 기술연구용역 계약 의뢰(3),국군간호사관학교,172189787.0,,,주식회사 누리아이코리아,이명아,김동준,"경기도 남양주시 별내중앙로36-23, 1706호(별내동)",,88.776,전투복 위장무늬  디자인 및 적용소재 연구용역,국군수도병원
18-수동소나의 합리적인 작전운용성능 설정방안 연구,국군간호사관학교,79109796.0,90.107,2019-04-22,(주)다올씨앤씨,조완제,김정옥,서울특별시 송파구 송이로30길21-0 (문정동),,,헬기와 UAV의 통합운용을 위한 비행장 설치방안 연구,국군제1068부대
(207118-D)00분석체계 구축자재 구매,제20전투비행단,159607374.0,89.652,2017-09-16,한국건설기술연구원,김종수,송현상,충청북도 청주시서원구 개신동446-2,67378809.0,,레이더 시험세트(스펙트럼 분석기 등 4종) 구매,국군재정관리단
자운대 종합발전계획 연구용역,육군인사사령부,164003953.0,,,소성정보기술 주식회사,정의승,김용희,"서울특별시 영등포구 63로 32, 라이프콤비빌딩702호(여의도동)",810740032.0,89.32,’22년 전투발전 연구과제 용역(2),중앙행정기관
(216178-D)휴대용화학탐지장비(화학물질분석기) 구매,국방전산정보원,86162552.0,89.944,,성도교역,김승준,정명화,충청북도 청주시 흥덕구 비하로59-2 (비하동),,,21-해양 기반 우주작전 개념 및 전력발전 방안 연구,국군복지단
유류시험장비(가스성분 분석기 등 2종) 구매,육군훈련소,,,2022-10-04,(주)아이디어정보기술,조민구,송민석,"세종특별자치시  조치원읍 번영1길46, 301호, 302호",,89.342,(20F062-I)소음영향도작성을위한소음측정및분석용역,군
방위사업비리 가중처벌 법안에 대한 연구,제5738부대,53714712.0,89.533,,다우미디어테크,최용석,이주열,"충청북도 청주시 상당구 용암북로44번길3, 101호(용암동)",105924023.0,89.75,18년 작전지속지원분석모델 유지보수 용역,종합보급창
K1계열전차 연료수준감지기 대체품 개발 연구용역,국방부(운영지원과),65343685.0,92.364,2020-06-29,재단법인한국조달연구원,김현성,이수행,충청북도 충주시 대학로50-0 (대소원면),,,국방정책 연구지원 발전 기획 연구,대학
자동염기서열분석기 구매,공군본부,,89.701,2020-07-03,(사)한국위기관리연구소,이정훈,주현도,대전광역시 유성구 유성대로1646-0 (전민동),18113612.0,,장비별 잔여수명을 고려한 순환 창정비 적용방안 연구,국군재정관리단
스펙트럼 분석기 구매,육군교육사령부,171876246.0,89.661,,리치패션용품,김한용,황병수,"서울특별시 강서구 마곡중앙5로22, 7층(마곡동)",88168499.0,,동원선박 자원관리 구축방안 연구용역,군
(227059-E)방탐정확도 정밀분석 시험용 드론 제조,제7군단,77011431.0,102.061,2022-10-04,(주)에스코컨설턴트,박종영,최효정,서울특별시 서대문구 불광천길278 (북가좌동) 1층,,89.63,22년 의무장비(요분석기) 구매,합동참모본부
23-10차 조달 연구장비(순수물제조기) 구매,육군본부,,100.585,2020-07-04,사단법인 한국자살예방협회,홍승신,박호균,서울특별시 마포구 백범로35-0 (신수동),6585380.0,,스마트 물류센터 도입 검토 연구용역,계룡대근무지원단
대형양산사업의 제반 조건 분석 및 방안 연구,합동상호운용성기술센터,71811151.0,,2023-01-17,사단법인 한국자살예방협회,김용수,원해나,"전라북도 군산시 산단남북로169, 군산친환경자동차부품알앤디센터 3층벤처기업 16호(312호)(오식도동)",1137086.0,89.015,장비별 잔여수명을 고려한 순환 창정비 적용방안 연구,제6619부대
미래 전장에서 승리하기 위한 육군전략 발전 연구,국방부군사편찬연구소,38456117.0,,2018-12-15,주식회사 좋은소리,황윤주,이지유,"경기도 용인시 수지구 죽전로 152, 단국대학교내(죽전동)",,89.502,23-H-14 스펙트럼 분석기 구매,중앙행정기관
군 암호체계 분석보호시스템 분석도구 구매,국군복지단,,89.787,2019-02-25,주식회사 코테스,홍순모,유선희,"서울특별시 영등포구 63로40, 202호(여의도동)",,,상호운용성 정보보증 평가기준의 체계별 적용방안연구,4284부대
무건리훈련장 갈등영향분석 용역,국군재정관리단,,90.118,2020-06-15,제일공사,이승휘,조윤교,"경기도 김포시 태장로795번길23 (장기동) 마스터비즈파크 R124, 7층 729-732호",641819367.0,85.199,22년 계룡스파텔 시설개선사업 선행연구 용역,국군재정관리단
항-16-069 자동면역분석기 시약 등 37종,종합보급창,,,2020-06-13,사단법인 씨알리더십연구원,유인목,이관섭,충청북도 충주시 대학로50-0 (대소원면),3526240.0,97.796,국방기록관 업무효율화를 위한 방안 연구,제9691부대
의무장비-혈액가스분석기 중형 구매,육군인사사령부,55947448.0,89.785,,새롬상사,김규한,정관용,"경기도 군포시 엘에스로182번길34-24, 2층 (산본동)",405648.0,,[연구소] '22-2차 감정재료 구매,국군재정관리단
생화학분석기(contro serum Level1 등) 구매,방위사업청(운영지원과),77340662.0,89.46,2022-08-22,중원대학교 산학협력단,박치면,김문선,"서울특별시 금천구 가산디지털2로14,  14층 1405, 1406호(가산동)",,89.289,국외구매 공중기동전력의 기종결정평가방안 연구,국군재정관리단
21-무기체계 수명주기간 부품국산화 발전방안 연구,제9691부대,71200514.0,90.014,,주식회사 오로라,이인석,신범수,서울특별시 강서구 마곡중앙5로1길20 (마곡동) 520호,117270857.0,,국방여군 70년사 편찬 연구,중앙행정기관
방산 부품산업 발전을 위한 지원체계 구축방안 연구,육군화학학교,74846091.0,90.247,,(주)데이터클립,이효진,이현정,"대전광역시 유성구 대학로 99(궁동, 충남대학교)",10643945.0,89.274,해병대 정체성 향상 프로그램 개발 연구 용역,중앙행정기관
미래 한국 해병대의 군구조 연구용역,합동군사대학교,62415934.0,89.608,,초코인터내셔널 주식회사,엄영석,최광용,서울특별시 영등포구 의사당대로38 (여의도동) 101동 412호,99382604.0,,장보고급 잠수함 디젤감시장치 연구개발 용역,국군수도병원
미래 전장에서 승리하기 위한 육군전략 발전 연구,공군제15특수임무비행단,175726554.0,100.853,2020-06-18,금성,김태동,김태형,"서울특별시 마포구 서강로136-0 (노고산동, 아이비타워) 5층",12119192.0,89.329,ICT기반 입체영상 활용방안 연구 용역,국군재정관리단
17년 비용분석모델(PRICE) 유지보수 용역,해군사관학교,,89.389,2019-03-28,사단법인 한국방위사업연구원,백다리아,김상도,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)",,,궤도장비 난방기 야전 시험장비 개발 연구용역,제7821부대
10.군사과학정책연구(인공지능...),합동참모본부,68348045.0,98.464,2021-07-08,주식회사 우성텔레콤,최계영,석성균,전라남도 목포시 해양대학로 91(죽교동),106222163.0,86.887,사이버 기술분석용 라이선스 구매,국군대전병원
실전적 모의지원 연구 용역,공군83정보통신정비창,,89.297,2018-11-27,(사)한국무기체계안전협회,김종규,이월단,경상북도 구미시 산호대로 56-1(),,85.772,국방무인체계 총수명주기관리방안 연구,국군수도병원
155mm 정밀유도포탄 비용분석,국방부(운영지원과),,,,주식회사 제니컨벤션,신희준,전옥녀,"서울특별시 용산구 청파로47길 100, 숙명여자대학교내(청파동2가)",0.0,87.78,감정장비(자동염기서열분석기 등 2종) 검교정 용역,제5738부대
(20G040-H)AI기반 보안사고 탐지분석시스템 ISP사업,국방부 국방정책실,62134778.0,,2019-02-16,원테크전기통신 주식회사,고찬갑,주인웅,"서울특별시 구로구 디지털로32길30-0 (구로동, 코오롱 디지털타워 빌란트) 1차 1004호",131114506.0,88.961,전투준비태세 평가체계 발전방향 연구,군
24-그린나래호텔 리모델링 계획의 적절성 분석연구,공군제16전투비행단,61699748.0,,2023-11-12,사단법인 한국고용복지연금연구원,주양효,홍광표,"대전광역시 유성구 대학로 27, 현대리조텔 2층(봉명동)",5667629.0,,24-방공관제 작전제한 해소 추가레이다 설치방안 연구,제6619부대
18-해군C4I체계 발전을 위한 연구,공군제17전투비행단,,102.341,2019-06-04,주식회사 대홍관리,김형철,김예나,충청남도 아산시 삼동로40 (모종동)3층 301-37호,7255863.0,,발칸 보조전원공급기 수리부속 대체품 개발 연구용역,제2군단
정비공정 촬영도구  분석SW 구매,육군훈련소,55056902.0,89.408,,MRO Tech(엠알오텍),김한희,현혜경,서울특별시 강남구 언주로 716(),38627765.0,99.446,합동작전분석모델-II 체계개발,합동참모본부
부대개편 시설사업 선행연구 용역(2019F059-B),제3130부대,181010727.0,,2024-03-25,주식회사 셀젠텍,강종효,황병수,"서울특별시 마포구 마포대로 173, 현대하이엘 816호(공덕동)",110818076.0,90.598,24년 군 주거시설 개선방안 수립 연구용역 등 2건,제9691부대
사이버전문인력 육성을 위한 교육 및 개선방안 연구,공군군수사령부,72427877.0,,,(사)한국위기관리연구소,이남택,황예진,서울특별시 서대문구 불광천길278 (북가좌동) 1층,,,유압유 미립자 분석기 교정키트 구매,군
군수품 수송용 드론 선행연구 용역,39정찰비행단,,99.228,2019-09-02,(주)동건,백영삼,손영옥,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)",,,4차 산업혁명 주요기술 활용 안전관리 발전방안 연구,중앙행정기관
체계적인 해군 C4I 체계 유지보수 관리방안 연구,국방부,,,2020-07-01,주식회사 시스코어,조은미,주현미,"경상북도 구미시 1공단로212 (공단동) 제2층 226호(공단동, 한라시그마밸리)",100994669.0,89.532,정밀측정장비(스펙트럼분석기) 구매,중앙행정기관
(22F067-G) 심리뇌파분석시스템 유지보수사업,국군제1068부대,170683771.0,90.084,,대진대학교 산학협력단,문미옥,공현철,부산광역시 영도구 와치로194-0 (동삼동),6463103.0,,지상군 전략 및 작전수행개념 연구,국군제1068부대
17년 지형분석장비 물품 구매설치,국방부조사본부,181899354.0,,2017-06-23,사)한국미래문제연구원,권민정,정진욱,"서울특별시 용산구 한강대로109-0 (한강로2가),404호(용성비즈텔)",9029878.0,93.431,00부대 작전지휘시설 선행연구 용역,제9691부대
아세안확대국방장관회의 사이버워킹그룹 발전 연구,특수전사령부,67807942.0,89.935,2019-06-08,주식회사 미주씨앤디,김영국,정지용,"경기도 의왕시 오봉산단3로25, 1동 303호(삼동, 의왕테크노파크더리브비즈원)",105723566.0,99.607,방위사업비리 가중처벌 법안에 대한 연구,제3707부대
2017년 제3회 국방 분석평가관계관 워크숍 위탁운영,제6619부대,,89.738,2024-03-02,롯데캐피탈(주),유인목,이권민,"서울특별시 용산구 이태원로 29, 전쟁기념관 4층(용산동1가)",3829041.0,89.464,(236035-G) 23년 네트워크위협분석체계(NTAS) 구축,제5738부대
정책연구용역(군견 관련),국군재정관리단,513310759.0,90.535,2020-06-20,주식회사 에스에이컨설팅,이성로,한만웅,충청남도 아산시 삼동로40 (모종동)3층 301-37호,103439842.0,86.165,K200A1장갑차 시뮬레이터 연구개발,제6619부대
의무장비[혈액가스 분석기(휴대용)] 구매,계룡대근무지원단,,,2018-12-20,주식회사 비용관리연구원,안병호,오흔정,"서울특별시 마포구 마포대로 173, 현대하이엘 816호(공덕동)",,88.898,19-해양무인체계 탑재/운용 함정 설계개념 연구,국군재정관리단
24년 전반기 육군 정책연구 과제 연구용역,국방통합데이터센터,,89.493,2019-04-18,삼성서울병원,임근우,우지민,"경상남도 창원시 진해구 용원남로56번길1, 101 (용원동)",2271825.0,,상륙작전에 적합한 4.2대체전력 확보 연구 용역,국군의무학교
상륙돌격장갑차-Ⅱ추진전략에 관한 연구용역,국군재정관리단,62036653.0,89.844,,주식회사 셀젠텍,권태순,김형민,경기도 안양시 만안구 일직로94번길15-0 (석수동),,88.628,(227239-B) 악성코드 수집분석체계 라이선스 구매,제6619부대
해상작전 위성통신체계 성능개량 선행연구,육군항공학교,,83.417,,주식회사 청호,박정기,박수정,"전라북도 군산시 산단남북로169, 군산친환경자동차부품알앤디센터 3층벤처기업 16호(312호)(오식도동)",,,효율적인 탄약 전력화 방안 연구,기관
건설현장 안전 관리시스템 구축 연구용역,해군군수사령부,70072096.0,,2024-02-09,미래산업,김현철,김영중,제주특별자치도 제주시 첨단로251 (영평동),99456021.0,91.742,무전기 전면판 회로카드 시험장비 개발 연구용역,군
육군내 기술연구소 신설방안 연구 용역,제1363부대,,89.508,2021-03-31,해동청역사문화연구소,이세영,김재영,"경기도 포천시 호국로 1007, 대진대학교 산학협력단(선단동)",,,예비군훈련 원격교육 적용방안 연구,중앙행정기관
비전통위협 대비군시설활용및 공용면적 기준 개정연구,육군교육사령부,103125496.0,89.699,,주식회사에이스게이트,최명식,박호균,충청북도 괴산군 문무로85-0 중원대학교내 (괴산읍),90961.0,,군 모바일 업무혁신 추진방안 연구용역,39정찰비행단
18-함정 인수지연 사례분석 및 제도개선 방안,해군작전사령부,171944419.0,,2019-07-14,도현,봉만수,강민,경기도 남양주시 별내면 용암비루개길140-0,10660203.0,,18~22 방위산업육성 기본계획 수립을 위한 정책연구,중앙행정기관
사회공학기법과 사이버 작전과의 연계성 연구,육군교육사령부,,,2023-01-25,울산과학기술원,문형곤,전수현,경기도 용인시 처인구 모현면 외대로 81(),,,국방로봇 운용을 위한 법/제도 개정 및 인증제도 연구,국군재정관리단
미래 전장에서 승리하기 위한 육군전략 발전 연구,육군본부,,97.59,,서울사이버대학교 산학협력단,김준식,임찬상,"경기도 부천시 소향로197, 에이동 201호(중동, 메트로팰리스1)",,,Army TIGER 2050 개념군 연구 용역,제2879부대
(207180-H)스펙트럼측정/분석장비 노후교체,국방전산정보원,,,2022-02-11,주식회사도시경영연구원,박용준,김동준,서울특별시 금천구 벚꽃로298-0 (가산동) 6층 601호,0.0,,첨단 ICT 적용한 신규 C4I 연구용역,종합보급창
월간지(안보현안분석  린사포럼) 인쇄 용역,육군교육사령부,179642525.0,,2022-03-26,주식회사 가이온,최미옥,김혜진,서울특별시 용산구 이태원로29-0 (용산동1가) 전쟁기념관 435호,,89.243,군수품 수송용 드론 선행연구 용역,4284부대
절충교역 제도 선진화 방안 연구,해군군수사령부,55206401.0,90.406,2016-11-21,라온시스템즈(주),이민자,정운찬,경기도 성남시 수정구 성남대로1342-0 (복정동),,82.43,정신전력교육 기본교재 재발간에 따른 사전 연구 용역,제2879부대
대전병원 자동 뇨 분석기 등 소모품 46종 구매,국방통합데이터센터,,,2019-02-26,주식회사 성호넷,이호준,권태순,서울특별시 서초구 서리풀길4,23391168.0,89.082,국방 전력발전체계에서의 전투실험체계 정립 연구용역,4284부대
’22년 전투발전 연구과제 용역(4),해군군수사령부,89426123.0,89.966,2024-04-10,(주)다큐멘테크,고정숙,이대용,경기도 광주시 오포읍 포은대로339(추자동),114978486.0,,19-한국 해양안보에 미치는 갈등요인과 대응방안 연구,기관
시험평가 인프라 구축 확대 및 종합 관리 방안 연구,방위사업청,66123909.0,,,영남대학교산학협력단,오중산,박점숙,"경기도 하남시 미사대로550, 4층 43호(덕풍동, 현대지식산업센터 한강미사)",97037634.0,89.393,사관생도 생활실 시설기준 개정 연구용역,중앙행정기관
23년 성능개량 전파분석체계 도입사업,국군의무사령부,73354179.0,90.455,2022-03-24,(JN)글로벌,정봉원,정중식,경기도 고양시 덕양구 권율대로656-0 (원흥동) 17층 1739호,23959073.0,89.339,지형 지질등을 고려한 지하형 탄약고 신축타당성 연구,제9965부대
