입찰공고번호,입찰공고차수,입찰공고명,업무구분명,계약체결형태명,계약체결방법명,낙찰자결정방법명,적격심사여부,공고기관명,공고기관코드,수요기관명,수요기관코드,낙찰하한율,예정가격,기초금액,추정가격,개찰일자,개찰시각,개찰결과구분명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체사업자등록번호,최종낙찰업체주소
UMM0361,2,24-F-현상 유니트 X-선 필름용 구매 (249034-F),물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,552067999,552000000,511854545,2024-05-14,11:00:00,개찰완료,507650000,91.954,2024-05-14,나우주식회사,정대혁,이진희,220-81-60635,"경기도 성남시 중원구 둔촌대로388, 410호 (상대원동, 크란츠 테크노)"
UMM0569,1,(246191-F) 무공훈장 제조,물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,844864231,842811760,781516364,2024-05-14,11:00:00,개찰완료,702860870,83.192,2024-05-14,주식회사 흥선,김용기,설정근,134-81-03575,"경기도 안산시 단원구 만해로169번길28, 603블럭 11-1호 (신길동, 반월공단)"
UMM0552,1,24-N-고강도콘크리트말뚝 2종 제조,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,135113419,134710000,124916500,2024-05-14,11:00:00,개찰완료,121682220,90.059,2024-05-14,주식회사 금산씨알에이,김재우,오승환,712-81-01950,전북특별자치도 김제시 금산면 금평로281-177
UMM0564,1,(24F111-I) 24년 폐리튬 전지 위탁처리 용역,용역,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,85.495,283035129,285735294,264954545,2024-05-14,11:00:00,개찰완료,245803984,86.845,2024-05-14,(주)에스쓰리알,서종현,임유진,403-81-48385,인천광역시 남동구 음실서로66-0 (운연동)
UMM0562,1,(24G017-H)24년 합동전쟁실습장비 임차용역,용역,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.745,127096152,128405500,119176809,2024-05-14,11:00:00,개찰완료,112002981,88.124,2024-05-14,소성정보기술 주식회사,김금남,김금남,201-86-03701,서울특별시 구로구 공원로11길 33(구로동)
UMM0567,1,(24F122-A) ASP 방화지대 구축 용역,용역,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,192037517,192217350,190763991,2024-05-14,11:00:00,개찰완료,169160200,88.087,2024-05-14,화성수원오산산림조합,최만식,이정현,124-82-01112,경기도 화성시 동탄순환대로127-23 (산척동)  208호
LCF0180,1,견인치료기경요추용 등 11항목 구매(의무),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,41124207,40816000,37105455,2024-05-16,16:00:00,개찰완료,36189360,88,2024-05-16,피앤에스글로벌주식회사,최진희,최진희,334-86-01245,경기도 의정부시 둔야로45번길11 (의정부동)
LCF0181,1,초음파치료기 등 14항목 구매(의무),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,36812260,36988000,33625455,2024-05-16,16:00:00,개찰완료,32394600,87.999,2024-05-16,주식회사보승글로벌,위나영,위나영,266-88-00200,"경상남도 창원시 진해구 웅동로162-0, 105동 501호(두동, 청안해오름아파트)"
LCF0177,1,배선장치 등 8항목 일반제조(특무),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,156462240,155205540,141095945,2024-05-16,15:30:00,개찰완료,138130000,88.283,2024-05-16,석산전자 주식회사,진희영,진희영,123-81-69617,"경기도 의왕시 오전공업길22, 201호(오전동, 동영벤처스텔)"
LCF0190,1,[용역-2] 무인경계시스템 유지보수용역,용역,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.745,88582165,88475770,80432518,2024-05-16,15:30:00,개찰완료,77882570,87.921,2024-05-16,주식회사 피에스정보,정효상,변정옥,604-86-01479,대전광역시 중구 목중로16번길46-0 (중촌동)
LDH0476,1,총포/특무 고정나사 등 22종 구매,물품,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,6318860,6318000,5858509,2024-05-16,17:00:00,개찰완료,5570747,88.16,2024-05-19,다연테크,홍다연,홍다연,279-16-02212,"부산광역시 부산진구 동평로218, 104동 8층 802호(부암동, 일동미라주 아파트)"
LDH0483,1,통신 회로카드조립체 1종 구매,물품,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,38225734,38279000,35495436,2024-05-16,17:00:00,개찰완료,33637083,87.995,2024-05-19,창원,박은미,박은미,726-26-01722,"경기도 평택시 중앙로29, 5층 551호(통복동, 오피스밸리)"
LDH0459,1,(기동) T형관 파이프 및 튜브연결용 등 7종 구매,물품,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,4826985,4836000,4484907,2024-05-16,16:00:00,개찰완료,4261967,88.294,2024-05-17,대림엠텍,김부경,김부경,424-01-02536,경상남도 김해시 진례면 테크노밸리로36
LDH0463,1,K77지휘차 나사 등 21종 구매,물품,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,11507185,11514000,10676715,2024-05-16,17:00:00,개찰완료,10146500,88.175,2024-05-19,주안산업,강선자,강선자,885-22-01630,"경상남도 창원시 의창구 반계로104-9 (팔용동, 팔용벽산블루밍A단지)206-505"
LDH0465,1,K77지휘차 베어링 등 5종 구매,물품,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,23172166,23029000,21354549,2024-05-16,17:00:00,개찰완료,23000000,99.257,2024-05-19,덕산베아링,신복승,박준배,605-01-99630,부산광역시 부산진구 서전로9번길 38()
LDH0469,1,K77지휘차 튜브류 등 8종 구매,물품,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,11236346,11212000,10397001,2024-05-16,17:00:00,개찰완료,9912300,88.216,2024-05-19,삼강운수,정광필,정광필,622-01-59671,부산광역시 중구 충장대로9번길20 (중앙동4가) 701호
LDH0470,1,K77지휘차 호스류 등 16종 구매,물품,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,21780862,21656000,20081645,2024-05-16,17:00:00,개찰완료,19261100,88.431,2024-05-19,이든산업,박용철,박용철,297-16-00624,부산광역시 강서구 호계로57번길20-0 (죽동동)
SCF0416,1,스톱워치 등 3종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,46049705,46000000,42944788,2024-05-16,15:30:00,개찰완료,40521980,87.996,2024-05-16,신라통상,김대성,김대성,504-07-47485,대구광역시 서구 통학로40길6-0 (평리동)
SCF0466,1,(긴급)수전용 플러그 등 4종,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,7046904,7064000,7458273,2024-05-16,15:30:00,개찰완료,6463560,91.721,2024-05-16,세종상사,노정래,노정래,609-08-56097,경상남도 창원시 진해구 여명로52 (여좌동)
SCK0057,1,24-00사 제초/조경 관리 용역,용역,총액계약,제한경쟁,적격심사제,Y,해군교육사령부,1290330,해군교육사령부,1290330,87.995,141553428,140150000,130010000,2024-05-16,15:30:00,개찰완료,124671690,88.073,2024-05-16,(주)우리조경개발,배이선,배이선,613-81-47396,"경상남도 진주시 숙호산로42-5 (이현동) 상가동동 1층 3호(이현동, 진주그린빌라)"
SCR0057,1,24~27 간부숙소 TV 및 인터넷 서비스 용역,용역,총액계약,제한경쟁,적격심사제,Y,해군제3함대사령부,ZD00155,해군제3함대사령부,ZD00155,87.745,131039334,130640000,121154400,2024-05-16,15:30:00,개찰완료,116244000,88.709,2024-05-16,주식회사 엘지헬로비전,송구영,강동진,117-81-13423,"서울특별시 마포구 월드컵북로56길19, 6층(상암동, 드림타워)"
SFC0062,1,24-덕-체 엔진블로어 등 2품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9691부대,ZD00152,제9691부대,ZD00152,87.995,5124669,5150000,4718182,2024-05-16,15:30:00,개찰완료,4509900,88.003,2024-05-16,유노코리아,권지은,권지은,501-08-74151,"경기도 의정부시 부용로174-0 (신곡동, 상록아이파크) 104동 201호"
SFC0063,1,24-덕-체 소토사 등 3종 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9691부대,ZD00152,제9691부대,ZD00152,87.995,20082055,20093330,18632000,2024-05-16,15:30:00,개찰완료,18034800,89.805,2024-05-16,원왕골재 주식회사,박기석,박기석,406-88-00531,"경기도 남양주시 늘을2로14번길3, 803호 (호평동, 에이스프라자)"
UMM0537,1,24-F-형광투시검사유니트 장비 제조,물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,353030682,352540000,326909091,2024-05-16,15:30:00,개찰완료,293331500,83.089,2024-05-16,나우주식회사,정대혁,이진희,220-81-60635,"경기도 성남시 중원구 둔촌대로388, 410호 (상대원동, 크란츠 테크노)"
UMM0536,1,24-F-생화학분석기 대형 등 4종 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,140915173,142660000,132290909,2024-05-16,15:30:00,개찰완료,124025600,88.014,2024-05-16,정원B&C,이숙,이숙,109-06-92643,"경기도 고양시 일산동구 강석로33, (백석동, 대우IAAN) 2층 217호"
UMM0544,1,24-D-2-1차 날개접지기 구매(241031-F),물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,244970497,242640000,225000000,2024-05-16,15:30:00,개찰완료,203372000,83.018,2024-05-16,파인트리 트랜스월드 주식회사,최은미,김세겸,261-81-27995,"서울특별시 종로구 삼일대로32길36, 302호(익선동, 운현신화타워)"
UMM0565,1,24년 합동지속지원훈련 JLOTS 훈련 선박 임차 용역,용역,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,1030184767,1038000000,981818182,2024-05-16,15:30:00,개찰완료,873996000,84.838,2024-05-16,씨제이대한통운 주식회사,신영수,정성욱,110-81-05034,"서울특별시 종로구 종로5길7, Tower 8"
EBB0125,2,MTU엔진 일반부품,물품,총액계약,일반경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,449629028,446474000,0,2024-05-17,14:00:00,개찰완료,379907191,84.493,2024-05-17,주식회사 에스엘상사,송영각,박영희,297-88-01580,"충청남도 계룡시 서금암3길5, 925호(금암동, 쉐리움오피스텔)"
EBB0150,2,24년 군용 트레일러용 관성제동장치,물품,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,223128305,223244000,0,2024-05-17,16:00:00,개찰완료,196444210,88.04,2024-05-17,뉴테크코리아 주식회사,이인순,이용민,872-81-02208,경기도 화성시 송산면 송산포도로510-13
EBB0168,1,24년 일반호스(구매),물품,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,204264445,204746000,0,2024-05-17,16:00:00,개찰완료,179825000,88.035,2024-05-17,삼영산업,문헌태,문헌태,622-09-65242,경상남도 김해시 분성로557번길60-7 (어방동)
EBB0179,1,장갑차 부품(축 및 기어류),물품,총액계약,일반경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,263774929,263802000,0,2024-05-17,16:00:00,개찰완료,223400000,84.693,2024-05-17,우창기계 주식회사,김운태,우성제,609-81-35829,경상남도 창원시 성산구 공단로324-21 (웅남동)
EBB0180,1,장갑차 부품,물품,총액계약,일반경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,104632514,104403000,0,2024-05-17,16:00:00,개찰완료,88600000,84.677,2024-05-17,우창기계 주식회사,김운태,우성제,609-81-35829,경상남도 창원시 성산구 공단로324-21 (웅남동)
EBB0185,1,가열기조립체류,물품,총액계약,일반경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,1556898140,1551465000,0,2024-05-17,16:00:00,개찰완료,1313123000,84.342,2024-05-17,주식회사덕인,장남인,임병성,141-81-50004,경상남도 양산시 유산공단3길33-0 (교동)
EBB0167,1,24년 천막  차량정비용,물품,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,159511459,159565000,0,2024-05-17,16:00:00,개찰완료,141212539,88.528,2024-05-17,강서실업,조부규,김마리,605-29-68446,경상남도 김해시 김해대로2644-0
EBB0183,1,24년 지뢰탐지기 부품(제조),물품,총액계약,일반경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,712579061,721044000,0,2024-05-17,16:00:00,개찰완료,616959037,86.581,2024-05-17,주식회사 와이어블(Wiable Corp.),김문환,김성욱,214-86-12657,"서울특별시 송파구 법원로11길28, 10층, 11층, 12층(문정동, 비케이타워)"
EBB0184,1,24년 지뢰탐지기 부품(구매),물품,총액계약,일반경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,1035409668,1035435000,0,2024-05-17,16:00:00,개찰완료,864182997,83.462,2024-05-17,주식회사 와이어블(Wiable Corp.),김문환,김성욱,214-86-12657,"서울특별시 송파구 법원로11길28, 10층, 11층, 12층(문정동, 비케이타워)"
HCF0098,2,합판 구매,물품,총액계약,제한경쟁,적격심사제,Y,공군군수사령부,ZD00306,공군군수사령부,ZD00306,87.995,29872050,30088235,27900000,2024-05-17,10:30:00,개찰완료,26337887,88.168,2024-05-17,다온유통,장선희,장선희,510-11-90214,"대구광역시 동구 팔공로260 108동 203호(봉무동, 협성휴포레 이시아폴리스)"
HCF0123,1,군사경찰 작전조끼 제조,물품,총액계약,제한경쟁,적격심사제,Y,공군군수사령부,ZD00306,공군군수사령부,ZD00306,87.995,30647198,30710784,28477273,2024-05-17,10:30:00,개찰완료,27014858,88.147,2024-05-17,진화퍼시픽 주식회사,백선옥,이새롬,208-81-21059,"서울특별시 종로구 율곡로14길14(연건동, 연건빌딩)"
HCF0124,1,군사경찰 안전반도 구매,물품,총액계약,제한경쟁,적격심사제,Y,공군군수사령부,ZD00306,공군군수사령부,ZD00306,87.995,31851569,31867647,29550000,2024-05-17,10:30:00,개찰완료,28028000,87.995,2024-05-17,파인트리 트랜스월드 주식회사,최은미,김세겸,261-81-27995,"서울특별시 종로구 삼일대로32길36, 302호(익선동, 운현신화타워)"
HDQ0044,1,24-탄약고 제초용역,용역,총액계약,일반경쟁,적격심사제,Y,제20전투비행단,ZD00161,제20전투비행단,ZD00161,87.995,168613269,167500980,155319091,2024-05-17,16:00:00,개찰완료,148376000,87.997,2024-05-17,대신개발 주식회사,김강분,최승우,315-81-31909,충청북도 청주시 상당구 용담로139번길16(용담동)
HDT0015,1,24년 오산기지 공동 제초용역,용역,총액계약,제한경쟁,적격심사제,Y,공군작사근무지원단,ZD00282,공군작사근무지원단,ZD00282,87.995,120296943,119240000,108400000,2024-05-17,15:00:00,개찰완료,105861486,88,2024-05-20,주식회사 동광조경,정미선,정미선,513-81-76719,인천광역시 강화군 강화읍 강화대로396(3층 303호)
LCF0200,1,수동밴딩기류 6품목 제조(물자),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,29596935,29687360,26988509,2024-05-17,16:00:00,개찰완료,26197620,88.514,2024-05-17,아산웰딩테크,김노경,김노경,136-01-90297,인천광역시 남동구 남동서로 52(고잔동) 남동공단 128블럭 1롯트 1층
LCF0188,1,수술대야전용 등 12항목 구매(의무),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,45595568,45723000,41566364,2024-05-17,16:00:00,개찰완료,40124710,88.001,2024-05-17,삼성삼림조합 주식회사,김영민,최유미,464-87-01918,"인천광역시 서구 염곡로306, 지하1층(석남동)"
LCF0186,1,현미경 등 4항목 구매(의무),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,28086063,28088280,29789091,2024-05-17,16:00:00,개찰완료,24714400,87.995,2024-05-17,(주)성현엔지니어링,최은석,박해준,217-81-29680,"서울특별시 도봉구 방학로7길7-0, 1층 (방학동)"
LCF0191,1,개스킷 등 83항목 제조(궤도 제조-002),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,63862196,64014962,58195420,2024-05-17,15:30:00,개찰완료,56259950,88.095,2024-05-17,동창원산업(주),정창,문혜영,553-81-01007,경상남도 의령군 용덕면 의합대로123-7
LCF0192,1,띠 지지용 등 7항목 제조(궤도 제조-005),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,132554411,132239915,120218105,2024-05-17,15:30:00,개찰완료,116781068,88.1,2024-05-17,선경,정왕균,정왕균,225-51-00727,경상남도 김해시 한림면 안곡로520-2
LCF0193,1,덮개조립체 탄약저장용 등 18항목 제조(궤도 제조-007,물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,60381430,60671720,55156109,2024-05-17,15:30:00,개찰완료,53345900,88.348,2024-05-17,진해공업,김재원,김재원,608-14-66967,경상남도 김해시 한림면 김해대로916번길54-42
LCF0194,1,분리기 물분리용 액체연료식 등 4항목 제조(궤도),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,25703631,25682631,23347846,2024-05-17,15:30:00,개찰완료,22630310,88.043,2024-05-17,도하테크,이은선,이은선,480-27-01672,부산광역시 강서구 대저로3번길52-15 (대저1동)
LCF0195,1,호스 성형식 등 30항목 제조(궤도),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,68374416,68181111,61982828,2024-05-17,15:30:00,개찰완료,60210000,88.059,2024-05-17,동진테크,주진희,주진희,176-58-00273,부산광역시 사상구 낙동대로901번길25-38(감전동)
LCF0197,1,패드 트랙 수용 등 72항목 구매(궤도-003),물품,총액계약,일반경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,82.995,271830139,269641228,245128389,2024-05-17,15:30:00,개찰완료,228146000,83.929,2024-05-17,조은테크,양호득,양호득,606-38-13266,부산광역시 강서구 평강로171번길259-0 (대저1동)
LCF0199,1,핀 분할형 등 52항목 구매(궤도-007),물품,총액계약,일반경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,82.995,914044843,915720716,846287511,2024-05-17,15:30:00,개찰완료,758820636,83.017,2024-05-17,이레축산,임순희,최유리,606-38-14741,부산광역시 사상구 새벽시장로103번길24-0 (감전동)
LDG0043,2,천마유도탄 수리부속 수송용기 1품목 제조,물품,총액계약,제한경쟁,적격심사제,Y,육군 탄약지원사령부,ZD00086,육군 탄약지원사령부,ZD00086,82.995,374732843,377400000,343090909,2024-05-17,10:30:00,개찰완료,316500000,84.46,2024-05-17,금성목재,유재득,유왕승,603-23-61241,부산광역시 사하구 하신중앙로84-0 (신평동)
LDH0491,1,(일장) 다목적굴착기 어댑터 등 10품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,14058012,14186000,13155109,2024-05-17,17:00:00,개찰완료,12546000,89.244,2024-05-20,진광사,최진욱,최진욱,615-16-41032,경상남도 김해시 진영읍 진영리1611-3 중흥s클래스 119-105
LFH0008,1,육군부사관학교 양성식당 민간위탁급식 용역,용역,총액계약,협상에의한계약(전자),협상,N,육군부사관학교,ZD00052,육군부사관학교,ZD00052,,6736500000,,6124090909,2024-05-17,11:00:00,개찰완료,6736500000,100,2024-06-05,주식회사 풀무원푸드앤컬처,이동훈,김보석,214-86-08930,서울특별시 송파구 송파대로34길29(송파동)
LMR0030,1,24년 승진훈련장 교전전술훈련 시스템 유지보수 ,용역,총액계약,제한경쟁,적격심사제,Y,제5군단사령부,ZD00009,제5군단사령부,ZD00009,87.745,94976466,94912000,86283636,2024-05-17,10:30:00,개찰완료,83350648,87.759,2024-05-17,주식회사 두루스코,김옥연,박인이,110-86-09224,"서울특별시 서대문구 연희로241, 2층 (연희동)"
MCM0008,1,지능형 악성코드 수집분석체계 라이선스 구매,물품,총액계약,일반경쟁,적격심사제,Y,4284부대,ZD00924,4284부대,ZD00924,82.995,257435392,256000000,232727273,2024-05-17,15:00:00,개찰완료,251647000,97.751,2024-05-17,주식회사  인섹시큐리티,김종광,정명화,119-86-48961,"서울특별시 금천구 가산디지털1로19, 406호, 407호, 408호, 409호(가산동,대륭테크노타운18차)"
SCF0470,1,건조제  활성식 등 3종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,15002814,15000000,17548162,2024-05-17,10:30:00,개찰완료,13350000,88.983,2024-05-17,토탈marine,허광주,허광주,878-38-00842,경상남도 창원시 마산회원구 회원동로42-1 (회원동)
SCF0459,3,호스 등 21종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,154711446,155000000,156811273,2024-05-17,10:30:00,개찰완료,136140375,87.996,2024-05-17,바라유통,박민아,박민아,724-45-01182,전라남도 해남군 산이면 건촌길75
SCF0469,1,비 직립형 등 5종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,19892976,20000000,25003636,2024-05-17,10:30:00,개찰완료,17504960,87.995,2024-05-17,에스알주식회사,이금석,김소현,857-87-00843,"경기도 수원시 영통구 청명남로39-0 (영통동), 럭셔리프라자 3층 301-8호"
SCF0476,1,변환기  수중 음파탐지기용 등 4품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,29161615,29000000,27120000,2024-05-17,10:30:00,개찰완료,25717780,88.19,2024-05-17,에이스상사,김일천,김일천,585-51-00954,"부산광역시 사하구 다대로339, 1914호(장림동, 극동정림아파트)"
SCF0467,1,24년 잠수함(SS-II) 직류 전동기(통풍팬 모터) 정비,물품,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,27876135,27900000,26489091,2024-05-17,15:30:00,개찰완료,23182419,83.162,2024-05-17,아남중공업주식회사,박상하,박기현,710-81-00260,경기도 시흥시 시화벤처로289-0 (정왕동)
SCF0473,1,(긴급)세라믹 울 등 46종,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,32657978,32596000,30225818,2024-05-17,10:30:00,개찰완료,29331500,89.814,2024-05-17,미래상사,김성길,김성길,881-35-00115,"부산광역시 사상구 낙동대로910, C동 253호(감전동, 마트월드)"
SCF0472,1,(긴급)앵글 건축용 등 36종,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,37661774,37656000,34917718,2024-05-17,10:30:00,개찰완료,33512600,88.983,2024-05-17,동우철강(주),김수근,김수근,608-81-39050,"경상남도 창원시 마산회원구 봉암공단6길75-0 (봉암동, 동우철강)"
SCK0058,1,생화학분석기(자동식) 1대 구매 설치,물품,총액계약,일반경쟁,적격심사제,Y,해군교육사령부,1290330,해군교육사령부,1290330,87.995,53380333,53430000,49545455,2024-05-17,10:30:00,개찰완료,46972450,87.995,2024-05-17,라온유통,김보명,김보명,278-40-00119,"대구광역시 달서구 도원로46, 610동 304호  (도원동, 별메마을)"
SFC0064,1,발전기 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9691부대,ZD00152,제9691부대,ZD00152,87.995,49655432,49800000,45272727,2024-05-17,10:30:00,개찰완료,48499000,97.671,2024-05-17,신라통상,김대성,김대성,504-07-47485,대구광역시 서구 통학로40길6-0 (평리동)
SFG0053,1,디지털카메라 등 6품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9181부대,ZD00151,제9181부대,ZD00151,87.995,9988750,9971500,9250000,2024-05-17,10:30:00,개찰완료,8789608,87.995,2024-05-17,두리,한미경,한미경,250-09-01418,"인천광역시 동구 송림로50 (송림동, 삼익아파트)1-103"
SFG0056,1,클리어 화일내지 등 190품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9181부대,ZD00151,제9181부대,ZD00151,87.995,48442015,48831600,45218691,2024-05-17,10:30:00,개찰완료,42628920,87.999,2024-05-17,에스아이컴퍼니,정상일,정상일,251-07-01061,"경기도 수원시 영통구 동탄지성로488번길22 (망포동, 망포마을 벽산 이빌리지) 103동1102호"
UMM0571,1,(246014-G)24년 전시체계(비디오월) 구축(리스물건),물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,4505084493,4542062400,4584451145,2024-05-17,15:00:00,개찰완료,3749064514,83.218,2024-05-17,주식회사 아이쿼드,김영태,김민겸,210-81-51181,경기도 하남시 미사대로520 (덕풍동) D동 441호
UMM0568,1,24-F-방탄헬멧 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,116654574,116230000,107781818,2024-05-17,15:00:00,개찰완료,102908190,88.216,2024-05-17,주식회사 제이에프,진주,진주,876-88-01248,"충청북도 청주시 청원구 율봉로159번길73-1, 301호(율량동, 스톰비오피스센터)"
UMM0578,1,(246120-B)기동영상전송장비 구매(리스물건),물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,776285371,778431370,721818182,2024-05-17,15:00:00,개찰완료,644352230,83.004,2024-05-17,정욱,김교욱,김교욱,846-60-00619,"강원특별자치도 원주시 흥업면 북원로1600, 108동 303호 (남원주 두산위브)"
UMM0347,2,(247106-C) 의료기재 봉합사 81종 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,102768500,102693360,97238327,2024-05-17,15:00:00,개찰완료,97456040,94.83,2024-05-17,주식회사 메디시온,김경호,김경호,128-86-86770,경기도 고양시 덕양구 삼막1길3(오금동)
UMM0572,1,24-D-워크인쿨러 등 4종 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,228480093,228560000,211943273,2024-05-17,15:00:00,개찰완료,201052580,87.995,2024-05-17,주식회사 제일타임씨티피,김경희,김경희,108-81-82101,서울특별시 중구 퇴계로36가길9(필동2가)세종빌딩3층
UMM0577,1,(24F134-B) 24년 ASP 방화지대 구축용역(연천처리장),용역,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,104129744,103428460,95906391,2024-05-17,15:00:00,개찰완료,91723130,88.085,2024-05-17,(주)수림개발,김지영,박찬철,620-81-33906,울산광역시 울주군 삼남읍 벌장길19-0
UMM0588,1,(247019-H)00부대 지휘통신체계 구축,물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,1435729205,1434711470,1330368818,2024-05-17,15:00:00,개찰완료,1192328500,83.046,2024-05-17,주식회사 인텔리빅스,최은수,박고은,114-81-99927,서울특별시 서초구 효령로34길4-0 (방배동) 프린스효령빌딩 6층 601호
