입찰공고번호,입찰공고차수,입찰공고명,업무구분명,계약체결형태명,계약체결방법명,낙찰자결정방법명,적격심사여부,공고기관명,공고기관코드,수요기관명,수요기관코드,낙찰하한율,예정가격,기초금액,추정가격,개찰일자,개찰시각,개찰결과구분명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체사업자등록번호,최종낙찰업체주소
SFH0074,1,윤활유 등 5품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9196부대,ZD00370,제9196부대,ZD00370,87.945,,12239000,0,2019-09-20,11:00:00,유찰,,,,,,,,
SFH0075,1,릴 호스 등 278품목,물품,총액계약,제한경쟁,적격심사제,Y,제9196부대,ZD00370,제9196부대,ZD00370,87.945,43867748,43982600,0,2019-09-20,11:00:00,개찰완료,38604980,88.003,2019-09-20,코모레비(COMOREBI),이근화,이근화,130-41-76764,"인천광역시 부평구 세월천로30번길47, 502호 (청천동, 대원테크노파크)"
MDG0187,1,위병소 출입시스템 유지보수용역,용역,총액계약,제한경쟁,적격심사제,Y,국군의무사령부,1290291,국군의무사령부,1290291,87.995,,8085000,0,2019-10-02,11:00:00,유찰,,,,,,,,
MDG0190,1,복지기금 자산성비품 9차 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군의무사령부,1290291,국군의무사령부,1290291,87.995,1588591,1587600,0,2019-10-02,10:30:00,개찰완료,1399390,88.09,2019-10-02,하이스포츠,주민규,주민규,202-15-68615,경기도 양주시 광적면 그루고개로143번길96-34
LCF0633,1,19-3 한빛 봉고3에어컨필터 등 71항목 구매(해파),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,30709406,30904010,28094557,2019-10-07,11:00:00,개찰완료,29204290,95.098,2019-10-07,서화테크,조미숙,조미숙,209-13-99401,서울특별시 성북구 북악산로 713(정릉동) 산장빌라7-304지하
LCF0634,1,19-3 한빛 소형궤도굴삭기 부싱등 19항목 구매(해파),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,,6730240,6118400,2019-10-07,11:00:00,유찰,,,,,,,,
SCF0597,1,야전공기압축기 15CFM 1종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,5339427,5330000,0,2019-10-07,10:30:00,개찰완료,4699650,88.017,2019-10-07,주식회사 윈에스테크,전영순,오푸름,503-86-10369,"대구광역시 서구 북비산로12-22, 205호 (이현동)"
SCF0595,1,디스차아지 밸브 챔버 어세이 등 9종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,32254178,32200000,0,2019-10-07,10:30:00,개찰완료,31718500,98.339,2019-10-07,중문테크 주식회사,최을호,고범진,567-88-00855,경기도 평택시 청원로1512-18 (가재동)
MDG0194,1,공공의료기관 의료장비 거래실례가격조사 용역,용역,총액계약,2단계경쟁(동시),최저가격제,N,국군의무사령부,1290291,국군의무사령부,1290291,0,,29400000,27272727,2019-10-28,11:00:00,유찰,,,,,,,,
MDG0194,2,공공의료기관 의료장비 거래실례가격조사 용역,용역,총액계약,2단계경쟁(동시),최저가격제,N,국군의무사령부,1290291,국군의무사령부,1290291,0,,29400000,27272727,2019-11-20,11:00:00,유찰,,,,,,,,
SCF0593,1,파라핀 수욕조 5SET 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,31121329,31500000,0,2019-10-07,10:30:00,개찰완료,27439024,88.167,2019-10-07,씨티원 경남지점,이규식,이규식,308-27-00779,"경상남도 창원시 진해구 충장로415번길25, 101호(이동, 주영빌)"
SCF0594,2,전기소작기 치과용 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,,2260000,0,2019-10-14,10:30:00,유찰,,,,,,,,
SCF0596,1,차량용  공기압축기 1대 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,3190016,3190000,0,2019-10-07,10:30:00,개찰완료,2807460,88.007,2019-10-07,트리플 미디어,최광창,최유빈,126-19-13041,"서울특별시 성북구 아리랑로5길92-0 (돈암동, 돈암동해피트리아파트 제301호(상가)동 제지1층 제비106호)"
MDI0012,1,00지역 감시장비 통합관제 시스템 교체,물품,총액계약,제한경쟁,적격심사제,Y,제7016부대,ZD00220,제7016부대,ZD00220,87.995,96191594,96967000,88151818,2019-10-11,11:00:00,개찰완료,84668540,88.02,2019-10-11,삼호전자통신(주),이경희,최미정,105-81-99938,서울특별시 마포구 성미산로 138()
SFC0118,1,휴대용 통로 개척장비 구매,물품,총액계약,일반경쟁,적격심사제,Y,제9691부대,ZD00152,제9691부대,ZD00152,87.995,,9408000,8727272,2019-10-08,10:30:00,유찰,,,,,,,,
SEE0032,1,전투부식(미역국 등 15품목) 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9해병여단,ZD01066,제9해병여단,ZD01066,87.995,144577180,146343000,133039090,2019-10-04,10:30:00,개찰완료,127229000,88,2019-10-04,주식회사 제주플로우,조화현,조화현,342-86-00946,제주특별자치도 제주시 아봉로16 (아라이동)  201호
SEE0033,1,앵글기둥 등 7품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9해병여단,ZD01066,제9해병여단,ZD01066,87.995,37743570,38099040,34635490,2019-10-04,10:30:00,개찰완료,33230700,88.043,2019-10-04,만리통상,이미향,이미향,502-67-00324,"전라남도 목포시 영산로93-1, 4층 420호(명륜동)"
UMM0601,1,육군 인쇄재료 37종 구매(20196280-F),물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.945,58945643,59423900,0,2019-10-15,11:00:00,개찰완료,51871613,87.999,2019-10-15,에스엘(SL)상사,이승기,김지연,307-10-46264,충청남도 계룡시 서금암3길16-3 (금암동) 101호
HDC0044,1,컴퓨터 콘솔전술용 등 3종(19-210  214),물품,총액계약,일반경쟁,적격심사제,Y,공군제1전투비행단,ZD00173,공군제1전투비행단,ZD00173,87.995,,91803920,85127272,2019-10-15,10:30:00,유찰,,,,,,,,
HDC0044,2,컴퓨터 콘솔전술용 등 3종(19-210  214),물품,총액계약,일반경쟁,적격심사제,Y,공군제1전투비행단,ZD00173,공군제1전투비행단,ZD00173,87.995,,91803920,85127272,2019-10-22,10:30:00,유찰,,,,,,,,
UMM0659,1,19-시설SW(통합내역관리) 구매(201910060-C),물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.945,130680646,132000000,120000000,2019-10-15,11:00:00,개찰완료,115283263,88.217,2019-10-15,주식회사 동화이엔지,조혜진,전성진,137-81-28823,세종특별자치시  전의면 윗다락골길2-3
MDG0201,1,19-2차 의학도서 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군의무사령부,1290291,국군의무사령부,1290291,90,1857965,1852100,1683727,2019-10-15,11:00:00,개찰완료,1672920,90.04,2019-10-15,주리마켓,염현주,염현주,458-24-00530,"경기도 안양시 동안구 흥안대로528-0 (관양동), 701-3호"
HDQ0046,1,전원공급기 2EA,물품,총액계약,일반경쟁,적격심사제,Y,제20전투비행단,ZD00161,제20전투비행단,ZD00161,87.995,54835650,54900000,50909090,2019-10-14,14:30:00,개찰완료,48269331,88.025,2019-10-14,에스엘(SL)상사,이승기,김지연,307-10-46264,충청남도 계룡시 서금암3길16-3 (금암동) 101호
HDQ0045,1,전기장발생기 1EA,물품,총액계약,제한경쟁,적격심사제,Y,제20전투비행단,ZD00161,제20전투비행단,ZD00161,87.995,43726956,43780000,40600000,2019-10-14,14:30:00,개찰완료,38572687,88.212,2019-10-14,씨티원 경남지점,이규식,이규식,308-27-00779,"경상남도 창원시 진해구 충장로415번길25, 101호(이동, 주영빌)"
SCF0611,1,헤드세트  전기식 등 7종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,,10970000,10984545,2019-10-15,10:30:00,유찰,,,,,,,,
SCF0611,2,헤드세트  전기식 등 7종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,,10970000,10984545,2019-10-22,10:30:00,유찰,,,,,,,,
UMM0661,1,00계통 상태진단 시스템개발(2019J054-A),용역,총액계약,2단계경쟁(동시),최저가격제,N,국군재정관리단,ZD00303,국군재정관리단,ZD00303,0,233203583,231505000,216631818,2019-10-31,14:00:00,개찰완료,167180640,71.688,2019-10-31,주식회사 렉터슨,김동률,안수형,220-81-92122,경상남도 창원시 마산합포구 가포신항남로12-1 (가포동)
SFG0145,1,19-K-식기세척기 임차 용역,용역,총액계약,일반경쟁,적격심사제,Y,제9181부대,ZD00151,제9181부대,ZD00151,86.745,214099957,216000000,200290909,2019-10-14,11:00:00,개찰완료,187353562,87.507,2019-10-14,주식회사 엠에스케이원(MSK1 Inc.),김미숙,김미숙,680-86-00741,"경기도 성남시 수정구 위례대로83, 에이동 지상1층 17번매장(창곡동)"
MDJ0044,1,재투자 의무장비 구매(청력계 자동식),물품,총액계약,일반경쟁,적격심사제,Y,국군대전병원,ZD00241,국군대전병원,ZD00241,87.995,10435058,10490196,9727272,2019-10-21,10:30:00,개찰완료,9182600,87.997,2019-10-21,제이디건설기계 주식회사,김종도,김종도,538-86-00737,서울특별시 노원구 한글비석로24길14 (상계동) 4층 402호
MDJ0045,1,재투자 의무장비 구매(핸드피스 소독기),물품,총액계약,일반경쟁,적격심사제,Y,국군대전병원,ZD00241,국군대전병원,ZD00241,87.995,3732191,3725490,3454545,2019-10-21,10:30:00,개찰완료,3285690,88.036,2019-10-21,주식회사 나유,장연수,장연수,134-87-34686,"경기도 안산시 상록구 중보로55, 302-1호(이동, 삼성프라자)"
MDJ0046,1,재투자 의무장비 구매(피부광학치료기),물품,총액계약,일반경쟁,적격심사제,Y,국군대전병원,ZD00241,국군대전병원,ZD00241,87.995,45216390,45098039,41818181,2019-10-21,10:30:00,개찰완료,39798700,88.018,2019-10-21,지스몽다,김민지,김민지,702-71-00014,경기도 의정부시 둔야로45번길11-0 (의정부동)
MDJ0047,2,재투자 의무장비 구매(기공용 에어터빈),물품,총액계약,일반경쟁,적격심사제,Y,국군대전병원,ZD00241,국군대전병원,ZD00241,87.995,4063706,4117647,3818181,2019-10-29,10:30:00,개찰완료,3848711,94.709,2019-10-29,(주)다일,박원덕,박형한,227-81-08815,강원도 속초시 소평로126-0 (조양동)
MDJ0048,1,재투자 의무장비 구매(임플란트 치과용),물품,총액계약,일반경쟁,적격심사제,Y,국군대전병원,ZD00241,국군대전병원,ZD00241,87.995,7013268,7000980,6491818,2019-10-21,10:30:00,개찰완료,6930970,98.826,2019-10-21,주식회사 소향,김은율,김도훈,185-81-00858,"경기도 안산시 상록구 중보로22-0 (사동, 늘푸른아파트)상가113호"
MDJ0049,1,재투자 의무장비 구매(치과용 레이져),물품,총액계약,일반경쟁,적격심사제,Y,국군대전병원,ZD00241,국군대전병원,ZD00241,87.995,14815542,14705882,13636363,2019-10-21,10:30:00,개찰완료,13069990,88.218,2019-10-21,주식회사 나유,장연수,장연수,134-87-34686,"경기도 안산시 상록구 중보로55, 302-1호(이동, 삼성프라자)"
MDJ0050,1,재투자 의무장비 구매(X-선기 치과용 디지털),물품,총액계약,일반경쟁,적격심사제,Y,국군대전병원,ZD00241,국군대전병원,ZD00241,87.995,21320996,21075490,19542727,2019-10-21,10:30:00,개찰완료,19659990,92.209,2019-10-21,주식회사 나유,장연수,장연수,134-87-34686,"경기도 안산시 상록구 중보로55, 302-1호(이동, 삼성프라자)"
MDJ0051,1,재투자 의무장비 구매(기능적전기자극기FES),물품,총액계약,일반경쟁,적격심사제,Y,국군대전병원,ZD00241,국군대전병원,ZD00241,87.995,,3733333,3461818,2019-10-21,10:30:00,유찰,,,,,,,,
MDJ0051,2,재투자 의무장비 구매(기능적전기자극기FES),물품,총액계약,일반경쟁,적격심사제,Y,국군대전병원,ZD00241,국군대전병원,ZD00241,87.995,3740956,3733333,3461818,2019-10-29,10:30:00,개찰완료,3555000,95.029,2019-10-29,주식회사 신우메디랜드,박진우,서동우,107-87-10154,"서울특별시 영등포구 버드나루로14가길24, 1층(당산동, 대한결핵협회별관 1층)"
LDH1044,1,열상장비 축전기등15종 구매,물품,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,,20613490,18739536,2019-10-21,13:00:00,유찰,,,,,,,,
LDH1044,2,열상장비 축전기등15종 구매,물품,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,20449649,20613490,18739536,2019-10-28,13:00:00,개찰완료,18138840,88.7,2019-10-28,디엔테크,김해천,김해천,124-46-08607,"경기도 화성시 동탄대로677-5, 8층 812호(영천동, 비전IT타워)"
MDJ0052,1,재투자 의무장비 구매(환자체온조절기자동식(공기식),물품,총액계약,일반경쟁,적격심사제,Y,국군대전병원,ZD00241,국군대전병원,ZD00241,87.995,4551307,4579411,4246363,2019-10-21,10:30:00,개찰완료,4024400,88.422,2019-10-21,주식회사 한스피엠아이,한경아,국시내,123-86-08935,경기도 군포시 고산로151번길28-0 (당정동) 403호
MDJ0053,1,재투자 의무장비 구매(자동뇨침사기),물품,총액계약,일반경쟁,적격심사제,Y,국군대전병원,ZD00241,국군대전병원,ZD00241,87.995,53577471,53921568,50000000,2019-10-21,10:30:00,개찰완료,47326900,88.333,2019-10-21,주식회사 한스피엠아이,한경아,국시내,123-86-08935,경기도 군포시 고산로151번길28-0 (당정동) 403호
MDJ0054,1,재투자 의무장비 구매(원심분리기 중형),물품,총액계약,일반경쟁,적격심사제,Y,국군대전병원,ZD00241,국군대전병원,ZD00241,87.995,,12156862,11272727,2019-10-21,10:30:00,유찰,,,,,,,,
MDJ0054,2,재투자 의무장비 구매(원심분리기 중형),물품,총액계약,일반경쟁,적격심사제,Y,국군대전병원,ZD00241,국군대전병원,ZD00241,87.995,,12156862,11272727,2019-10-29,10:30:00,유찰,,,,,,,,
MDJ0054,3,재투자 의무장비 구매(원심분리기 중형),물품,총액계약,일반경쟁,적격심사제,Y,국군대전병원,ZD00241,국군대전병원,ZD00241,87.995,12115276,12156862,11272727,2019-11-06,10:30:00,개찰완료,12010000,99.131,2019-11-06,주식회사 하나메디랩,박정열,박정열,535-88-00033,경기도 고양시 덕양구 무원로6번길12-0 (행신동) 대원플라자 711호
MDJ0055,1,재투자 의무장비 구매(현미경 광학 양안식),물품,총액계약,일반경쟁,적격심사제,Y,국군대전병원,ZD00241,국군대전병원,ZD00241,87.995,7153130,7156862,6636363,2019-10-21,10:30:00,개찰완료,6295200,88.006,2019-10-21,한경,한경진,한경진,362-09-00105,서울특별시 영등포구 양산로7길3-0 (양평동3가)우림보보카운티오피스텔902호
LDH1045,2,무전기세트 전건등21종 구매,물품,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,,23233180,21121072,2019-10-28,13:00:00,유찰,,,,,,,,
LDH1047,1,5톤차량 튜브조립체등12종 구매,물품,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,11980784,12074840,10977127,2019-10-21,13:00:00,개찰완료,10599000,88.466,2019-10-21,현대정밀가스켓,이의정,이의정,605-45-63500,부산광역시 사상구 가야대로175번길29-0 (감전동)
LDH1050,1,저고도탐지레이더 모터 구매,물품,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,30350430,30666180,27878345,2019-10-21,13:00:00,개찰완료,29132871,95.988,2019-10-21,주식회사 비케이반도체,이병길,이병길,113-86-12709,서울특별시 구로구 경인로53길15중앙유통단지 라3223
HCF0151,1,도어락 등 189종,물품,총액계약,제한경쟁,적격심사제,Y,공군군수사령부,ZD00306,공군군수사령부,ZD00306,87.945,30456289,30513000,28054690,2019-10-22,10:30:00,개찰완료,26801275,87.999,2019-10-22,지에스 주식회사,김영미,유병천,138-81-13342,"경기도 군포시 엘에스로 172, 한림휴먼타워 411(금정동)"
MCS0133,1,테니스장 인조잔디 구매 설치납품,물품,총액계약,일반경쟁,적격심사제,Y,계룡대근무지원단,1290286,계룡대근무지원단,1290286,87.995,42471587,42560000,42763636,2019-10-24,10:30:00,개찰완료,37374064,87.997,2019-10-24,주식회사 주목씨지알,박수성,배준석,317-81-46354,경기도 광주시 초월읍 선장동길7-0
EHF0014,1,19년 천마 가스터빈 엔진 정비,물품,총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,1030985000,0,2019-11-22,11:00:00,유찰,,,,,,,,
EHF0014,2,19년 천마 가스터빈 엔진 정비,물품,총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,1030985000,0,2019-11-27,11:00:00,유찰,,,,,,,,
LCP0025,1,체력단련 기구 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군제8971부대,ZD00098,육군제8971부대,ZD00098,87.995,55347744,55473880,51460000,2019-10-23,11:00:00,개찰완료,48703700,87.995,2019-10-23,주식회사 따숨파트너스,이미선,이미선,830-81-01087,"서울특별시 중구 충무로2길16-0  301-2(충무로4가,동영빌딩)"
HDC0047,1,19-용-53 헌병 CCTV 유지보수 용역,용역,총액계약,제한경쟁,적격심사제,Y,공군제1전투비행단,ZD00173,공군제1전투비행단,ZD00173,87.745,45299821,45240190,41950000,2019-10-23,10:30:00,개찰완료,39756800,87.763,2019-10-23,(주)에이앤비정보기술,이종식,구은진,409-81-36325,"광주광역시 서구 백석길8 , 2층"
MON0011,1,동영상편집기(워크스테이션) 구매,물품,총액계약,제한경쟁,적격심사제,Y,국방부,1290000,국방부,1290000,87.945,39068845,39215686,36363636,2019-10-24,11:00:00,개찰완료,34389980,88.024,2019-10-24,씨지에스아이티(주),최규식,최규식,107-86-77070,"서울특별시 금천구 가산디지털1로1-0 (가산동, 더루벤스밸리) 1208호"
HCM0077,1,19년도 공군교육사령부 CCTV 구매,물품,총액계약,일반경쟁,적격심사제,Y,공군교육사령부,ZD00172,공군교육사령부,ZD00172,87.995,86618588,86685000,78804545,2019-10-24,14:00:00,개찰완료,76221000,87.996,2019-10-24,주식회사 콘텍에스디,김용성,정인수,504-81-85359,대구광역시 동구 방촌로87-0 (방촌동) 새두루터 3층
UMM0632,1,장거리무선장비(MW) 안테나복구용 장비 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,134824525,136598700,124180636,2019-10-30,11:00:00,개찰완료,118678279,88.024,2019-10-30,씨티원 경남지점,이규식,이규식,308-27-00779,"경상남도 창원시 진해구 충장로415번길25, 101호(이동, 주영빌)"
HFG0003,2,19년금성식당부식업체계약,물품,총액계약,일반경쟁,적격심사제,Y,공군제7항공통신전대,ZD00195,공군제7항공통신전대,ZD00195,87.995,121122936,121257720,110234290,2019-10-29,11:00:00,개찰완료,106788116,88.165,2019-10-29,주식회사 우창이엠이,이병길,이병길,836-86-01417,경기도 평택시 진위면 신리길46-0
UMM0690,1,00체계 성능개량사업 상용SW구매(20198228-A),물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,775368046,780310000,709376000,2019-10-30,11:00:00,개찰완료,759999980,98.017,2019-10-30,씨지에스아이티(주),최규식,최규식,107-86-77070,"서울특별시 금천구 가산디지털1로1-0 (가산동, 더루벤스밸리) 1208호"
UMM0633,2,보안취약점 식별을위한 기반운용체계도입(20197190-C),물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,138792901,139000000,127272727,2019-11-05,11:00:00,개찰완료,122162604,88.017,2019-11-05,주식회사투씨엘시스템,노영일,박소영,108-81-88099,서울특별시 구로구 가마산로282-0 (구로동) 대림오피스밸리 201호
SCF0147,3,DDG 에어컨 정비,물품,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,840741724,842300000,880604036,2019-11-11,10:30:00,개찰완료,724580000,86.183,2019-11-11,신라이앤티 주식회사,방수일,박원희,606-86-06301,부산광역시 강서구 녹산산단407로73-0 (송정동)
SCF0147,2,DDG 에어컨 정비,물품,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,,842300000,880604036,2019-10-30,10:30:00,유찰,,,,,,,,
UMM0691,1,통합선박정보관리체계 노후장비 교체(20198235-A),물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.945,,230000000,209090909,2019-10-30,15:30:00,유찰,,,,,,,,
SCF0623,1,19-00부대 CCTV 구매 설치,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,34226904,34570000,31430000,2019-10-30,10:30:00,개찰완료,30118000,87.995,2019-10-30,주식회사은환이엔씨,황영숙,이정미,228-87-00439,강원특별자치도 원주시 소초면 장수1로228
SCF0624,1,3단봉 등 10종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,37672757,38010000,41859090,2019-10-30,10:30:00,개찰완료,33246880,88.251,2019-10-30,명신종합상사,유재종,유재종,502-24-26384,대구광역시 동구 방천로7길20 (지저동)
SCF0625,1,차량용  에어컨가스 회수 및 충전기 1대 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,5138271,5170000,4700000,2019-10-30,10:30:00,개찰완료,4556860,88.684,2019-10-30,태신,윤태훈,윤태훈,119-15-56836,"경기도 광명시 디지털로56-0 (철산동, 철산래미안자이)101-2801호"
SCF0467,1,냉각기  윤활유식  엔진용 1종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,41439648,41070000,0,2019-07-17,10:30:00,개찰완료,37099700,89.527,2019-07-17,케이엠소프트,김상준,김상준,185-24-00442,경기도 안양시 동안구 흥안대로415-0 (평촌동) 1022호
EKA0001,1,19년 연막탄 발사대,물품,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,103143000,0,2019-10-07,10:30:00,유찰,,,,,,,,
EKA0001,2,19년 연막탄 발사대,물품,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,103343583,103143000,0,2019-10-15,10:30:00,개찰완료,92900000,89.894,2019-10-16,이엘엘테크 주식회사,김진오,김종순,240-87-00079,경상남도 창원시 성산구 남면로137-1 (대원동)
HDP0034,1,동지구식당 개선공사 관급자재 배기후드 구매 설치,물품,총액계약,제한경쟁,적격심사제,Y,공군제19전투비행단,ZD00189,공군제19전투비행단,ZD00189,87.945,23851125,23816690,0,2019-07-16,11:00:00,개찰완료,21125385,88.571,2019-07-16,한국케이엔티(주),최해덕,박영우,130-86-07405,경기도 부천시 오정구 삼작로171번길9 (내동)
MHD0060,1,19년 방위사업 원가계산 외부용역(6차),용역,총액계약,협상에의한계약(전자),협상,N,방위사업청(운영지원과),1690000,방위사업청(운영지원과),1690000,,250000000,,0,2019-07-22,14:00:00,개찰완료,225000000,90,2019-07-25,태성회계법인,남상환,최은혜,220-87-60393,"서울특별시 강남구 역삼로25길35, 5층 (역삼동, 청오큐브타워)"
LCG0044,1,드론봇 전투체계 통합관제체계 구축 연구용역,용역,총액계약,협상에의한계약(전자),협상,N,육군본부,1290298,육군본부,1290298,0,46680109,47090000,0,2019-07-24,10:00:00,개찰완료,43000000,92.116,2019-07-26,경희대학교산학협력단,김윤혁,조해주,135-82-10789,"경기도 용인시 기흥구 덕영대로1732-0 (서천동, 경희대학교 국제캠퍼스내)"
LNF0024,1,00부대 일반지역 제초용역,용역,총액계약,일반경쟁,적격심사제,Y,제1보병사단,ZD00049,제1보병사단,ZD00049,87.995,287492991,292559600,0,2019-07-16,10:30:00,개찰완료,253113540,88.041,2019-07-16,수림종합개발주식회사,강효창,김남일,410-81-23757,"경기도 화성시 남양읍 역골로81-24, 1층 상가 101호"
MDS0032,1,00체계 수리부속품 구매,물품,총액계약,제한경쟁,적격심사제,Y,제3707부대,1290494,제3707부대,1290494,87.995,36466054,35725961,0,2019-07-17,14:00:00,개찰완료,35209000,96.552,2019-07-17,이수,이지현,이지현,306-12-67649,경기도 부천시 성주로32번길19-0 (송내동)
UMM0445,1,19-3차 PC(중소) 도입사업(리스물건)(20196196-D),물품,총액계약,2단계경쟁(동시),최저가격제,N,국군재정관리단,ZD00303,국군재정관리단,ZD00303,0,16987892348,17081192314,0,2019-08-07,11:00:00,개찰완료,14992000000,88.251,2019-08-07,(주)레드스톤시스템,박치영,박혜영,106-86-49926,"서울특별시 용산구 이태원로223-5, 비101호 (한남동, 유니언타운 한남점)"
UMM0512,1,19-조종사 생환훈련정 2차 건조 감리용역,용역,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,86.745,277882778,278431000,0,2019-07-24,11:00:00,개찰완료,241641000,86.957,2019-07-24,(주)한국종합설계,신동현,배군성,107-81-30731,"전라남도 목포시 후광대로128,501호(옥암동,세명프라자)"
SCF0102,1,FF/PCC 발전기 아마추어 정비,물품,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,,56090000,0,2019-07-24,11:30:00,유찰,,,,,,,,
SCF0102,2,FF/PCC 발전기 아마추어 정비,물품,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,,56090000,0,2019-08-13,11:30:00,유찰,,,,,,,,
PBC0001,1,피아식별장비 성능개량(UH-60 등 17개 항공전력),물품,총액계약,협상에의한계약(서류),협상,N,방위사업청,1690000,방위사업청,1690000,,,6.35E+11,0,2018-12-05,15:00:00,개찰완료,5.69E+11,,2019-07-23,한화시스템(주),어성철,,513-81-17175,"경상북도 구미시 1공단로 244, 사서함50호(공단동)"
LCF0650,2,필터 엘리먼트  유체용 등 2항목 구매(궤도),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,,49073000,44611854,2019-11-12,10:30:00,유찰,,,,,,,,
UMM0462,1,관급자재(건식제습기)제조설치(20196162-E),물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.945,197053835,199204901,0,2019-07-31,11:00:00,개찰완료,173459252,88.026,2019-07-31,삼성기전 주식회사,양진원,양진원,105-81-90091,"경상북도 칠곡군 지천면 금호로1길32, 나동 (금호리65-10)"
UMM0524,1,초단파 조난통신기 등 10종 구매(20198193-I),물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.945,79674030,79923000,0,2019-07-31,11:00:00,개찰완료,70132040,88.023,2019-07-31,조인,이정배,이정배,509-43-00066,경기도 양주시 평화로1915-0 (봉양동)
MDJ0025,1,19-2차 보장구 구매(27종),물품,총액계약,일반경쟁,적격심사제,Y,국군대전병원,ZD00241,국군대전병원,ZD00241,87.995,21918127,21964700,0,2019-07-31,10:30:00,개찰완료,19288000,88,2019-07-31,함길수제화&의지보조기,김종열,김종열,503-42-19992,"서울특별시 구로구 오리로지하 1154, 부대시설 2-1호(오류동, 천왕역 환승주차장)"
LDH0787,2,K55자주포 범퍼 구매,물품,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,,565010,0,2019-08-12,13:00:00,유찰,,,,,,,,
